model,layer_idx,metric,n_bootstraps,p05,p50,p95,mean,std
eat_all,0,effective_rank,50,10.748838602532242,10.919229457236518,11.09335026911761,10.906631844042005,0.12499989911358658
eat_all,0,participation_ratio,50,4.421055127881236,4.475183638293155,4.540982391471455,4.478114277668501,0.03516997542521698
eat_all,0,mle_id_k20,50,3.763797790272164,4.4704330770786385,5.174596113901521,4.4746506930628565,0.43767715987037376
eat_all,0,bio_vs_nonbio_cos_top10,50,0.8523619872115573,0.8935327484447596,0.9290669777549946,0.8930638152670634,0.02236167488319732
eat_all,1,effective_rank,50,50.20423651236378,50.72399319341218,51.36420965629256,50.76798888070866,0.3584739903697252
eat_all,1,participation_ratio,50,22.91106909498933,23.155707764782473,23.469280493017642,23.169379738986294,0.16672606248613703
eat_all,1,mle_id_k20,50,3.514880404972583,4.175134032363507,4.751664944593585,4.179670302392076,0.38014737226262446
eat_all,1,bio_vs_nonbio_cos_top10,50,0.9050654916683312,0.9407292391079447,0.9542840877160489,0.9376737772581383,0.015831810782296625
eat_all,2,effective_rank,50,93.87373220418745,94.87251673849033,95.62446794815212,94.85402793924129,0.5397068586125532
eat_all,2,participation_ratio,50,49.86608374529152,50.55339809763511,51.04721984913763,50.495708650599575,0.3544489427142987
eat_all,2,mle_id_k20,50,4.364576730470603,4.831499992681053,5.504535887537416,4.9343991571176735,0.3924309701984925
eat_all,2,bio_vs_nonbio_cos_top10,50,0.8109840375376552,0.8282759033103256,0.8601386062693468,0.8319511625997857,0.016477997453419654
eat_all,3,effective_rank,50,115.19117198221329,116.14206640023622,117.23153343830423,116.24493680038246,0.682465058172099
eat_all,3,participation_ratio,50,60.057875058516245,60.69944562060563,61.342830287824754,60.663164741325254,0.4045638262944755
eat_all,3,mle_id_k20,50,4.06313074796058,4.801800888948719,5.447606096674152,4.792525170132439,0.4857765916898675
eat_all,3,bio_vs_nonbio_cos_top10,50,0.8015055605264924,0.831935115757096,0.860276427421907,0.8315507919851142,0.017847792602771508
eat_all,4,effective_rank,50,162.09565748972074,163.84210800293238,165.75077841756777,163.8899073117648,1.10676199435343
eat_all,4,participation_ratio,50,77.11873460226897,78.02378270239367,78.94608296902466,78.00501133790576,0.61287745357603
eat_all,4,mle_id_k20,50,4.382563354557474,5.182029797320032,5.985956822444532,5.159412889931279,0.5029181045934951
