effective_rank,participation_ratio,mle_id_k20,bio_vs_nonbio_cos_top10,model,layer_idx,bootstrap,seed,n_items,frames_per_item
95.40578178985265,50.89408433370816,5.119211825954828,0.8441699677735592,eat_all,2,47,47044,600,50
94.04674535857008,50.051609518771265,4.244917970657066,0.8255539995087346,eat_all,2,48,48044,600,50
95.1687023279436,50.54391485470195,4.644752505107595,0.8267709890218523,eat_all,2,49,49044,600,50
116.17262914791142,60.46189601298629,4.326275256878933,0.845145366963093,eat_all,3,0,45,600,50
115.9572195745403,60.722360357499085,4.76052783359797,0.857182611522191,eat_all,3,1,1045,600,50
115.78099191552894,60.21190861971786,4.940121520400346,0.8290090576498954,eat_all,3,2,2045,600,50
115.79193722752036,60.27515433228565,4.440441778422516,0.801690310056687,eat_all,3,3,3045,600,50
115.12395360365218,60.07409504470953,4.847722042082798,0.842299902039251,eat_all,3,4,4045,600,50
115.55241523348603,60.4430243878969,5.1867682439486815,0.8175325683464397,eat_all,3,5,5045,600,50
115.88605161434307,60.742165549752706,4.793236978374024,0.8157193309580508,eat_all,3,6,6045,600,50
117.24064326605163,61.152854314809076,4.017177012456966,0.8136865463896813,eat_all,3,7,7045,600,50
117.22039920439072,61.329735731381426,4.828718591966457,0.8269476614665517,eat_all,3,8,8045,600,50
115.4733032967854,60.176581257637174,4.891887027867739,0.8195434472838535,eat_all,3,9,9045,600,50
116.54637593888424,61.23213028131994,6.11080837556067,0.8110047015020466,eat_all,3,10,10045,600,50
115.13037957904241,60.04460416072174,5.326611165382487,0.8353939686080022,eat_all,3,11,11045,600,50
115.72110720249972,60.27019639105514,4.841189629870207,0.8275093535085046,eat_all,3,12,12045,600,50
116.17099181476735,60.597371611016385,5.41318010085204,0.81600031051888,eat_all,3,13,13045,600,50
117.04752645991394,60.7991477860019,4.209551087366474,0.8267959193941381,eat_all,3,14,14045,600,50
116.5642669690889,60.753564148027095,4.774026391272944,0.8013544018199695,eat_all,3,15,15045,600,50
116.40113372272393,60.79011149526744,4.039638268401613,0.830525773591692,eat_all,3,16,16045,600,50
115.881955737181,60.28208448581473,4.113022385731469,0.8334586461016407,eat_all,3,17,17045,600,50
116.05953679253366,60.55837809316008,4.479568469732742,0.85790652854319,eat_all,3,18,18045,600,50
115.66428512253646,60.45783893013961,5.333582288430246,0.8322904729159536,eat_all,3,19,19045,600,50
115.98921756903003,60.738362663771504,4.974569353916762,0.8472333681023579,eat_all,3,20,20045,600,50
116.5717543588908,60.690132917359755,5.475772820528607,0.827002784802614,eat_all,3,21,21045,600,50
116.75659592001786,60.86034489386456,4.135360998507564,0.8198157439837829,eat_all,3,22,22045,600,50
116.80260467523027,60.9397453036744,4.810364799523415,0.8399956744381436,eat_all,3,23,23045,600,50
116.94460099393775,61.02469552130424,4.5084560504855204,0.7914974240532102,eat_all,3,24,24045,600,50
116.12100375108072,60.708758323851505,4.427687394338774,0.8484302987163787,eat_all,3,25,25045,600,50
115.47170658591119,60.33300428329156,4.722561014930272,0.8315079900415758,eat_all,3,26,26045,600,50
115.76053414941602,60.53848980359961,4.926234436255991,0.8076010277757731,eat_all,3,27,27045,600,50
116.26304845205244,60.75017969744563,4.397624989457677,0.856812247703522,eat_all,3,28,28045,600,50
115.93634719134256,60.526115505880504,5.131386542323394,0.7914097965096057,eat_all,3,29,29045,600,50
116.83379165920655,60.88020798568925,5.343037747289565,0.8400066631402907,eat_all,3,30,30045,600,50
116.89391348787468,61.0934193147722,5.364295303355116,0.8383638930460894,eat_all,3,31,31045,600,50
115.70499874804898,60.17016749725827,5.297168094590596,0.822765976523892,eat_all,3,32,32045,600,50
115.90485960219637,60.515620567341664,5.342612101609023,0.8698037630440151,eat_all,3,33,33045,600,50
116.27511338624721,60.86359512241947,4.077974702558639,0.8330987999819314,eat_all,3,34,34045,600,50
116.15230697719,60.563215968216,4.055716178140494,0.8622154355954027,eat_all,3,35,35045,600,50
115.90348490143384,60.36766403154591,4.438442448172118,0.862275585914467,eat_all,3,36,36045,600,50
114.76786725206938,59.7170646571469,5.384689160302601,0.8333874723071573,eat_all,3,37,37045,600,50
116.13182582328244,60.56746521002063,5.137861266784761,0.8187858313815288,eat_all,3,38,38045,600,50
