model,layer_idx,class,species,n_clips,within_var,centroid_norm
eat_bio,2,Aves,Anthus trivialis,5,22.865583588587427,1.7698130419655498
eat_bio,2,Mammalia,Globicephala macrorhynchus,7,21.226935805747747,2.136977890827417
eat_bio,2,Mammalia,Delphinus delphis,8,21.541734292222518,2.070711145849591
eat_bio,2,Mammalia,Balaenoptera physalus,8,20.414344100828625,2.336069055990083
eat_bio,2,Mammalia,Megaptera novaeangliae,8,22.383134662106123,1.974978913291774
eat_bio,2,Mammalia,Orcinus orca,18,21.304063178321414,2.1200051036870518
eat_bio,2,Mammalia,Lagenorhynchus acutus,6,20.218409795727435,2.2723425580168426
eat_bio,2,Mammalia,Stenella coeruleoalba,5,20.68016967274096,2.237629445055377
eat_bio,3,Aves,Parus major,6,22.651406226781308,2.0564508232543335
eat_bio,3,Aves,Fringilla coelebs,14,22.48053837594054,2.058193252657641
eat_bio,3,Aves,Erithacus rubecula,6,22.02164100315001,2.1934716445205553
eat_bio,3,Aves,Turdus merula,10,22.514162294167605,2.1072193226641858
eat_bio,3,Aves,Anthus trivialis,5,20.991966682917074,2.190932533716267
eat_bio,3,Mammalia,Globicephala macrorhynchus,7,20.342781036495754,2.325063442523047
eat_bio,3,Mammalia,Delphinus delphis,8,20.71402916079525,2.3428458726713712
eat_bio,3,Mammalia,Balaenoptera physalus,8,19.79014905551447,2.536143401914898
eat_bio,3,Mammalia,Megaptera novaeangliae,8,21.82835510281107,2.1616815932597144
eat_bio,3,Mammalia,Orcinus orca,18,20.015297445659883,2.3131120325861816
eat_bio,3,Mammalia,Lagenorhynchus acutus,6,19.101579923933855,2.5356891579177008
eat_bio,3,Mammalia,Stenella coeruleoalba,5,19.725341402941613,2.4956467689505777
eat_bio,4,Aves,Parus major,6,27.553491531167978,1.8984418034819568
eat_bio,4,Aves,Fringilla coelebs,14,27.512129818578224,1.881604147333083
eat_bio,4,Aves,Erithacus rubecula,6,26.314944130667122,2.1114278193606686
eat_bio,4,Aves,Turdus merula,10,27.53327481470904,1.8954134559494014
eat_bio,4,Aves,Anthus trivialis,5,26.900575903084317,2.0407634528831173
eat_bio,4,Mammalia,Globicephala macrorhynchus,7,24.203672002815427,2.5013110191985164
eat_bio,4,Mammalia,Delphinus delphis,8,24.707792269443225,2.460115992682857
eat_bio,4,Mammalia,Balaenoptera physalus,8,24.242895049965746,2.6677934682139988
eat_bio,4,Mammalia,Megaptera novaeangliae,8,26.186676911053745,2.091400539026826
eat_bio,4,Mammalia,Orcinus orca,18,25.024804475397936,2.3443928529831166
eat_bio,4,Mammalia,Lagenorhynchus acutus,6,22.04680627449643,2.8520547539846453
eat_bio,4,Mammalia,Stenella coeruleoalba,5,23.365299125712973,2.603455527063894
eat_bio,5,Aves,Parus major,6,36.28594279352392,2.3773629318177956
eat_bio,5,Aves,Fringilla coelebs,14,36.18678600324535,2.391543529078758
eat_bio,5,Aves,Erithacus rubecula,6,34.97375227504438,2.6747025388290386
eat_bio,5,Aves,Turdus merula,10,36.14465102839151,2.4006188199250222
eat_bio,5,Aves,Anthus trivialis,5,35.237401844742195,2.502563044203029
eat_bio,5,Mammalia,Globicephala macrorhynchus,7,32.67266067097832,2.8927383114560903
eat_bio,5,Mammalia,Delphinus delphis,8,33.067752512131975,2.8914064937009845
eat_bio,5,Mammalia,Balaenoptera physalus,8,31.30330232915588,3.1386624949287025
eat_bio,5,Mammalia,Megaptera novaeangliae,8,35.09729096625076,2.5044347087992462
eat_bio,5,Mammalia,Orcinus orca,18,33.6292639306659,2.6911738568262242
eat_bio,5,Mammalia,Lagenorhynchus acutus,6,30.845771079307877,3.200866018239097
eat_bio,5,Mammalia,Stenella coeruleoalba,5,31.81210814897607,3.0904823009584246
eat_bio,6,Aves,Parus major,6,32.506753873366726,2.5659255118122934
eat_bio,6,Aves,Fringilla coelebs,14,32.58875590394517,2.524639941474356
eat_bio,6,Aves,Erithacus rubecula,6,31.383987510946614,2.8417254339202858
eat_bio,6,Aves,Turdus merula,10,32.292172803431995,2.5929668968513924
eat_bio,6,Aves,Anthus trivialis,5,31.169385094793395,2.6347968062555487
eat_bio,6,Mammalia,Globicephala macrorhynchus,7,30.57207602569185,2.8786894816440958
eat_bio,6,Mammalia,Delphinus delphis,8,30.748481616194816,2.8639199175384378
eat_bio,6,Mammalia,Balaenoptera physalus,8,27.96793157674834,3.293667713247809
eat_bio,6,Mammalia,Megaptera novaeangliae,8,32.38692072578515,2.508862898331859
eat_bio,6,Mammalia,Orcinus orca,18,31.259265337840695,2.6637895313713047
eat_bio,6,Mammalia,Lagenorhynchus acutus,6,28.946967345288602,3.1772572312166867
eat_bio,6,Mammalia,Stenella coeruleoalba,5,29.63105848727139,3.062641586877695
eat_bio,7,Aves,Parus major,6,38.67667207245567,2.9546009575380547
eat_bio,7,Aves,Fringilla coelebs,14,38.20688615422689,2.992792095530392
eat_bio,7,Aves,Erithacus rubecula,6,36.07375170964941,3.267702775462296
eat_bio,7,Aves,Turdus merula,10,37.38600215919988,3.0921909620103825
eat_bio,7,Aves,Anthus trivialis,5,37.33252511249605,3.1265970188643633
eat_bio,7,Mammalia,Globicephala macrorhynchus,7,35.32172533896498,3.2749746479555344
