model,layer_idx,level,group,n_clips,effective_rank,participation_ratio,mle_id_k20,n_frames
sl_eat_bio_ssl_all,6,order,other-Aves,300,306.92041544218614,147.89066979709006,10.822364885668943,15000
sl_eat_bio_ssl_all,7,class,Aves,400,356.1894807402518,177.58377183238917,10.573779916935468,20000
sl_eat_bio_ssl_all,7,class,Mammalia,200,227.05926130078566,93.18871560912679,2.1454016286538105,10000
sl_eat_bio_ssl_all,7,order,Passeriformes,100,312.2516363578197,157.51034497584166,7.194871893741909,5000
sl_eat_bio_ssl_all,7,order,other-Aves,300,342.9714897671188,169.90366617948692,8.883692875321799,15000
sl_eat_bio_ssl_all,8,class,Aves,400,306.04643007339666,125.15846027450415,10.19557805634026,20000
sl_eat_bio_ssl_all,8,class,Mammalia,200,210.14175638337397,87.44811553004334,2.1477395947655054,10000
sl_eat_bio_ssl_all,8,order,Passeriformes,100,270.1159058388161,116.4079440077929,6.801747065823555,5000
sl_eat_bio_ssl_all,8,order,other-Aves,300,292.8414197429269,119.44581514693823,8.31768037744528,15000
sl_eat_bio_ssl_all,9,class,Aves,400,319.45780519097104,135.7338696358949,7.645464090554524,20000
sl_eat_bio_ssl_all,9,class,Mammalia,200,199.76553455675955,79.72464615032884,1.8782970427573427,10000
sl_eat_bio_ssl_all,9,order,Passeriformes,100,270.04078494185967,121.09157574807614,5.031707188227538,5000
sl_eat_bio_ssl_all,9,order,other-Aves,300,302.33740711339425,128.46341912331192,6.256483890815566,15000
sl_eat_bio_ssl_all,10,class,Aves,400,289.22871700154616,107.92476582913132,7.786708731942112,20000
sl_eat_bio_ssl_all,10,class,Mammalia,200,192.80557635906922,76.72676623387915,1.8334712583319226,10000
sl_eat_bio_ssl_all,10,order,Passeriformes,100,237.12311581904416,96.75153100287876,4.802434351968909,5000
sl_eat_bio_ssl_all,10,order,other-Aves,300,275.0412848168324,103.53965968499341,6.173044060246478,15000
sl_eat_bio_ssl_all,11,class,Aves,400,262.8445561554218,70.66402872144874,9.323617133620358,20000
sl_eat_bio_ssl_all,11,class,Mammalia,200,176.37164149294384,49.653965683912155,1.9140258236248657,10000
sl_eat_bio_ssl_all,11,order,Passeriformes,100,219.93381748977876,65.2432354895816,5.968457529059453,5000
sl_eat_bio_ssl_all,11,order,other-Aves,300,252.58200527862712,69.49568288776709,7.478766513256708,15000
