model,layer_idx,top1_share,top1_vs_bioaxis_abs_cos,cohens_d_top1,cohens_d_bioaxis,bio_proj_top1_mean,nonbio_proj_top1_mean,bio_proj_top1_std,nonbio_proj_top1_std,n_bio,n_nonbio
sl_eat_all_ssl_all,12,0.6139741528370791,0.8193907340579498,0.561179392367333,0.7585841183799312,-0.30952168440810574,-1.844712261632519,2.8812594473562974,2.5818422115894117,400,200
sl_eat_bio_ssl_all,12,0.08163887764418327,0.03241804057800411,-0.047668316666149166,2.5445886678567406,7.68190012226866,7.789079227978309,2.757411104023675,1.5835412194397092,400,200
eat_all,12,0.26990943424805264,0.18048282075778652,0.08060669002834575,1.481788987334293,-4.068526038496058,-4.123538872180512,0.7335251336271837,0.6273050648875956,400,200
eat_bio,12,0.1595955713880236,0.3222182539052132,-0.2039841901609206,0.9445282822199631,3.6170603022722934,3.727172212105064,0.41037849629006046,0.6437163487076497,400,200
random_init_eat_seed42,12,0.5215438323505232,0.7495141325240375,0.13568653648719156,0.2139005449204655,3.576146641414273,1.2355010027540834,17.222745331252206,17.277989944625165,400,200
