model,layer_idx,class,species,n_clips,within_var,centroid_norm
eat_all,12,Aves,Bubo virginianus,5,16.88448690811418,5.388414057618392
eat_all,12,Aves,Strix varia,6,18.046983763548855,5.558542088628893
eat_all,12,Mammalia,Delphinus delphis,9,14.433681216621812,4.324311356132867
eat_all,12,Mammalia,Globicephala melaena,8,15.20341145351661,4.436094906860789
eat_all,12,Mammalia,Stenella attenuata,6,15.493987541824966,4.6125462773169685
eat_all,12,Mammalia,Sciurus carolinensis,7,17.06254732954762,5.314608245395949
eat_all,12,Mammalia,Stenella coeruleoalba,5,15.50064496324178,4.670194721182362
eat_all,12,Mammalia,Orcinus orca,28,15.25813602619535,4.3221952748014765
eat_all,12,Mammalia,Pseudorca crassidens,8,13.943045284810532,4.079001597228009
eat_all,12,Mammalia,Eubalaena glacialis,7,19.2087772616938,4.5223406074745975
eat_all,12,Mammalia,Lagenorhynchus acutus,7,14.715192954073567,4.590433086271593
eat_all,12,Mammalia,Megaptera novaeangliae,10,16.35169726241744,4.54484524093129
eat_all,12,Mammalia,Globicephala macrorhynchus,9,15.598922417591243,4.18010104376203
eat_all,12,Mammalia,Canis latrans,6,16.528429862937696,5.612940740949154
eat_all,12,Mammalia,Physeter catodon,8,16.988630295457995,4.38847629256545
eat_all,12,Mammalia,Balaenoptera physalus,12,14.045027957234883,4.5711381703830885
eat_all,12,Mammalia,Erignathus barbatus,7,16.821672578738358,4.832919582129842
eat_bio,0,Aves,Colaptes auratus,6,0.2404296545877604,0.21000757295000141
eat_bio,0,Aves,Picus viridis,5,0.2217488490430968,0.271529307783753
eat_bio,0,Aves,Dendrocopos major,11,0.2354617020495049,0.2546495478049119
eat_bio,0,Aves,Sterna paradisaea,5,0.2560676113835513,0.22001202429893663
eat_bio,0,Aves,Dryobates pubescens,5,0.23549789956309705,0.20586325658716828
eat_bio,0,Aves,Athene noctua,7,0.23960095333267784,0.2129988203755967
eat_bio,0,Aves,Strix uralensis,5,0.21599712990675637,0.24600607200709448
eat_bio,0,Aves,Calidris alpina,5,0.23413935583774576,0.21901096753709118
eat_bio,0,Aves,Aegolius funereus,5,0.25223959186688294,0.24914570381931547
eat_bio,0,Aves,Strix aluco,7,0.24018377144668193,0.22730803657299864
eat_bio,0,Aves,Tyto alba,5,0.23392881858564468,0.24372579693544216
eat_bio,0,Aves,Bubo virginianus,5,0.2871243530222616,0.24011605020981638
eat_bio,0,Aves,Strix varia,6,0.2632498624886997,0.2206273084573005
eat_bio,0,Mammalia,Delphinus delphis,9,0.24755040615755117,0.24177150039553758
eat_bio,0,Mammalia,Globicephala melaena,8,0.22164049984234505,0.2420718237168792
eat_bio,0,Mammalia,Stenella attenuata,6,0.23216591418687874,0.23777677183200055
eat_bio,0,Mammalia,Sciurus carolinensis,7,0.23145566054536812,0.2468550979318226
eat_bio,0,Mammalia,Stenella coeruleoalba,5,0.2203014917973899,0.2530871952686161
eat_bio,0,Mammalia,Orcinus orca,28,0.2541408065878414,0.2535580737716673
eat_bio,0,Mammalia,Pseudorca crassidens,8,0.24252441185244145,0.2545187351897614
eat_bio,0,Mammalia,Eubalaena glacialis,7,0.2525539240534014,0.24773353881108914
eat_bio,0,Mammalia,Lagenorhynchus acutus,7,0.2358417902755984,0.23590200659463995
eat_bio,0,Mammalia,Megaptera novaeangliae,10,0.23524147016235333,0.23413959171801035
eat_bio,0,Mammalia,Globicephala macrorhynchus,9,0.23587787177883426,0.25486750694233196
eat_bio,0,Mammalia,Canis latrans,6,0.23183230605751468,0.26354447847854834
eat_bio,0,Mammalia,Physeter catodon,8,0.22307559482155648,0.27149397184545365
eat_bio,0,Mammalia,Balaenoptera physalus,12,0.30453515434060935,0.31706334000574143
eat_bio,0,Mammalia,Erignathus barbatus,7,0.23360093262147003,0.22641295529116753
eat_bio,1,Aves,Colaptes auratus,6,5.382165175422463,0.8451748123713048
eat_bio,1,Aves,Picus viridis,5,5.2767182251362375,0.9649570186897917
eat_bio,1,Aves,Dendrocopos major,11,5.364751641470705,0.8816116632753652
eat_bio,1,Aves,Sterna paradisaea,5,5.8567228170271015,0.8296957301464358
eat_bio,1,Aves,Dryobates pubescens,5,5.3167266834291995,0.8702996212758624
eat_bio,1,Aves,Athene noctua,7,5.422165324851108,0.8419165938380226
eat_bio,1,Aves,Strix uralensis,5,4.67545220688341,0.9524191502185978
eat_bio,1,Aves,Calidris alpina,5,5.17732762320539,0.9275238071060542
eat_bio,1,Aves,Aegolius funereus,5,5.665781046319347,0.830294177691855
eat_bio,1,Aves,Strix aluco,7,5.349687347876291,0.8612475902182823
eat_bio,1,Aves,Tyto alba,5,5.108107953860914,0.9396880572634199
eat_bio,1,Aves,Bubo virginianus,5,5.3325851541897045,0.9088208847981447
eat_bio,1,Aves,Strix varia,6,5.46843897795998,0.8609031921776222
eat_bio,1,Mammalia,Delphinus delphis,9,5.005961550224127,1.0895746566436921
eat_bio,1,Mammalia,Globicephala melaena,8,4.55996657713207,1.1651828388269
eat_bio,1,Mammalia,Stenella attenuata,6,4.95931502390575,1.0402108036602045
eat_bio,1,Mammalia,Sciurus carolinensis,7,5.052315435121812,0.9259898370316607
eat_bio,1,Mammalia,Stenella coeruleoalba,5,4.186784392487122,1.2718489118960505
eat_bio,1,Mammalia,Orcinus orca,28,4.775204969831328,1.3838772330605897
eat_bio,1,Mammalia,Pseudorca crassidens,8,4.780680579561707,1.3369979079155279
eat_bio,1,Mammalia,Eubalaena glacialis,7,4.876486398214098,1.194201710685419
eat_bio,1,Mammalia,Lagenorhynchus acutus,7,4.537577190022105,1.2161674493195556
eat_bio,1,Mammalia,Megaptera novaeangliae,10,4.998016206016138,1.0346755806992773
eat_bio,1,Mammalia,Globicephala macrorhynchus,9,4.767067408237926,1.135153289227698
eat_bio,1,Mammalia,Canis latrans,6,5.3186685358275785,0.8961666633826003
eat_bio,1,Mammalia,Physeter catodon,8,4.467123373978444,1.2227132625534982
eat_bio,1,Mammalia,Balaenoptera physalus,12,5.5469201553038525,1.3603991895388499
eat_bio,1,Mammalia,Erignathus barbatus,7,5.182111433199819,1.0068582325550928
eat_bio,2,Aves,Colaptes auratus,6,23.029099753043447,1.8570152589276463
eat_bio,2,Aves,Picus viridis,5,23.020859443545795,1.8234848250511355
eat_bio,2,Aves,Dendrocopos major,11,23.017496784575865,1.8174045535374388
eat_bio,2,Aves,Sterna paradisaea,5,23.471683684285583,1.7296929388329276
eat_bio,2,Aves,Dryobates pubescens,5,22.79934007121047,1.8484116796619097
eat_bio,2,Aves,Athene noctua,7,23.159862642704812,1.8157174333842967
eat_bio,2,Aves,Strix uralensis,5,21.50508853428084,2.120386367892156
eat_bio,2,Aves,Calidris alpina,5,22.482501882811775,1.8896521038447973
eat_bio,2,Aves,Aegolius funereus,5,22.807890227123863,1.796143415635669
eat_bio,2,Aves,Strix aluco,7,23.017950102765898,1.872194029046842
eat_bio,2,Aves,Tyto alba,5,22.18108039619206,2.0047646818843856
eat_bio,2,Aves,Bubo virginianus,5,22.35038723303067,1.8637623426549226
eat_bio,2,Aves,Strix varia,6,23.222622659799523,1.8020707990106748
eat_bio,2,Mammalia,Delphinus delphis,9,21.486631304466542,2.0950274999180203
eat_bio,2,Mammalia,Globicephala melaena,8,21.110274651183175,2.130253612675623
eat_bio,2,Mammalia,Stenella attenuata,6,21.438961158920538,2.1275423167083316
eat_bio,2,Mammalia,Sciurus carolinensis,7,22.655948088107422,1.938506411162435
eat_bio,2,Mammalia,Stenella coeruleoalba,5,20.727847536039636,2.2287120817897192
eat_bio,2,Mammalia,Orcinus orca,28,21.219288968030337,2.1410674624953017
eat_bio,2,Mammalia,Pseudorca crassidens,8,20.5565270530209,2.287400161410535
eat_bio,2,Mammalia,Eubalaena glacialis,7,21.771971339219686,2.114827590274455
eat_bio,2,Mammalia,Lagenorhynchus acutus,7,20.724032177181336,2.1890893027900935
eat_bio,2,Mammalia,Megaptera novaeangliae,10,22.270517828938914,2.0002782091499385
eat_bio,2,Mammalia,Globicephala macrorhynchus,9,21.291422129915563,2.101716190090679
eat_bio,2,Mammalia,Canis latrans,6,22.808452695856662,1.8650776487219043
eat_bio,2,Mammalia,Physeter catodon,8,19.903978641930813,2.3655150262567357
eat_bio,2,Mammalia,Balaenoptera physalus,12,20.813958492341445,2.281439643278058
eat_bio,2,Mammalia,Erignathus barbatus,7,22.613688297887787,1.97037323573473
eat_bio,3,Aves,Colaptes auratus,6,22.502422863826155,2.135932703304601
eat_bio,3,Aves,Picus viridis,5,21.92903761348349,2.1467830614776546
eat_bio,3,Aves,Dendrocopos major,11,22.13897344818991,2.116753217428585
eat_bio,3,Aves,Sterna paradisaea,5,22.60703839041391,2.0159004104427276
eat_bio,3,Aves,Dryobates pubescens,5,22.253308741983105,2.0989745268132647
eat_bio,3,Aves,Athene noctua,7,22.58025589441047,2.058495730196618
eat_bio,3,Aves,Strix uralensis,5,20.01844240553857,2.512659638854033
eat_bio,3,Aves,Calidris alpina,5,21.312922001551176,2.164670848678057
eat_bio,3,Aves,Aegolius funereus,5,21.22277850625345,2.122156933988974
eat_bio,3,Aves,Strix aluco,7,22.212066085839407,2.1878912134466293
eat_bio,3,Aves,Tyto alba,5,21.593527647990324,2.2326889156859946
eat_bio,3,Aves,Bubo virginianus,5,21.601328502774024,2.1889441340733153
eat_bio,3,Aves,Strix varia,6,21.970889322394545,2.1516730109702022
eat_bio,3,Mammalia,Delphinus delphis,9,20.760151648489057,2.3320400392515492
eat_bio,3,Mammalia,Globicephala melaena,8,20.188164878903013,2.3550285906802135
eat_bio,3,Mammalia,Stenella attenuata,6,20.431043332680684,2.365609619197592
eat_bio,3,Mammalia,Sciurus carolinensis,7,22.198766081467173,2.199021983765902
eat_bio,3,Mammalia,Stenella coeruleoalba,5,19.824220519620052,2.4368477642387725
eat_bio,3,Mammalia,Orcinus orca,28,19.993292015858536,2.3176241320784157
eat_bio,3,Mammalia,Pseudorca crassidens,8,19.204505808122107,2.455407742454504
eat_bio,3,Mammalia,Eubalaena glacialis,7,20.971264235436223,2.3017851799852034
eat_bio,3,Mammalia,Lagenorhynchus acutus,7,19.785469049061994,2.429250312959952
eat_bio,3,Mammalia,Megaptera novaeangliae,10,21.60672067984977,2.1845225227739693
eat_bio,3,Mammalia,Globicephala macrorhynchus,9,20.468024765441523,2.340376022731112
eat_bio,3,Mammalia,Canis latrans,6,21.88519658291203,2.1863004112171427
eat_bio,3,Mammalia,Physeter catodon,8,18.888114787723133,2.5362751942054964
eat_bio,3,Mammalia,Balaenoptera physalus,12,20.109058336974112,2.502042545900126
eat_bio,3,Mammalia,Erignathus barbatus,7,21.749812272459774,2.234944665625531
eat_bio,4,Aves,Colaptes auratus,6,26.85271285757258,2.0201230428299772
eat_bio,4,Aves,Picus viridis,5,27.13632157980246,1.9721060921322957
eat_bio,4,Aves,Dendrocopos major,11,26.90831992059948,1.9794785708758247
eat_bio,4,Aves,Sterna paradisaea,5,27.906193921615632,1.796436072525859
eat_bio,4,Aves,Dryobates pubescens,5,27.04365846370124,1.9361907654577535
eat_bio,4,Aves,Athene noctua,7,27.07824933679528,1.9495837573562276
eat_bio,4,Aves,Strix uralensis,5,23.225817671551283,2.6305631070218873
eat_bio,4,Aves,Calidris alpina,5,26.354583410774083,2.092296572420914
eat_bio,4,Aves,Aegolius funereus,5,26.241120485730022,2.0751425761207023
eat_bio,4,Aves,Strix aluco,7,26.78626133445393,2.0269223509601906
eat_bio,4,Aves,Tyto alba,5,26.09186206134358,2.162315231943144
eat_bio,4,Aves,Bubo virginianus,5,26.122503088473604,2.1211159997275613
eat_bio,4,Aves,Strix varia,6,26.748028894980568,2.0227015043435292
eat_bio,4,Mammalia,Delphinus delphis,9,24.85755691969482,2.434983200262537
eat_bio,4,Mammalia,Globicephala melaena,8,23.879009330712186,2.5354268254147105
eat_bio,4,Mammalia,Stenella attenuata,6,24.494457180552264,2.5021642898224647
eat_bio,4,Mammalia,Sciurus carolinensis,7,26.653018302565137,2.0643460537111245
eat_bio,4,Mammalia,Stenella coeruleoalba,5,23.30452766289658,2.6410211552617104
eat_bio,4,Mammalia,Orcinus orca,28,24.996747527697924,2.3639421084553747
eat_bio,4,Mammalia,Pseudorca crassidens,8,24.216277194003155,2.5055955219554473
eat_bio,4,Mammalia,Eubalaena glacialis,7,25.42067229250784,2.302968647837797
eat_bio,4,Mammalia,Lagenorhynchus acutus,7,23.221392821018984,2.664308644545503
eat_bio,4,Mammalia,Megaptera novaeangliae,10,26.184273760088,2.131965847495072
eat_bio,4,Mammalia,Globicephala macrorhynchus,9,24.183098619678574,2.486522250577158
eat_bio,4,Mammalia,Canis latrans,6,26.580118992406053,2.073095765883912
eat_bio,4,Mammalia,Physeter catodon,8,21.974622258269633,2.8555685705166005
eat_bio,4,Mammalia,Balaenoptera physalus,12,24.66508058191468,2.5645505683044796
eat_bio,4,Mammalia,Erignathus barbatus,7,26.363801231955264,2.14659237659683
eat_bio,5,Aves,Colaptes auratus,6,35.70538525422552,2.476808108033554
eat_bio,5,Aves,Picus viridis,5,35.80241230790304,2.4693859441880717
eat_bio,5,Aves,Dendrocopos major,11,35.35700717607958,2.5140432528567
eat_bio,5,Aves,Sterna paradisaea,5,36.41380722454242,2.349889321199302
eat_bio,5,Aves,Dryobates pubescens,5,35.61708890412215,2.477061641820532
eat_bio,5,Aves,Athene noctua,7,35.486488776861556,2.514235622037926
eat_bio,5,Aves,Strix uralensis,5,30.890247896561508,3.342524123208115
eat_bio,5,Aves,Calidris alpina,5,35.36805004909071,2.498602356823439
eat_bio,5,Aves,Aegolius funereus,5,34.77806193738692,2.5862911991148745
eat_bio,5,Aves,Strix aluco,7,35.57410369771894,2.4789272175206274
eat_bio,5,Aves,Tyto alba,5,35.154169322587144,2.5829167240742796
eat_bio,5,Aves,Bubo virginianus,5,34.77192137123762,2.6675354783932925
eat_bio,5,Aves,Strix varia,6,35.55183797917543,2.5271342471973557
eat_bio,5,Mammalia,Delphinus delphis,9,33.5263615609128,2.8004007255019823
eat_bio,5,Mammalia,Globicephala melaena,8,32.21111018723008,3.0108612910720725
eat_bio,5,Mammalia,Stenella attenuata,6,32.541184782708974,2.9821633715756457
eat_bio,5,Mammalia,Sciurus carolinensis,7,34.64427657049471,2.70800122189257
eat_bio,5,Mammalia,Stenella coeruleoalba,5,31.937637458141083,3.070620192138772
eat_bio,5,Mammalia,Orcinus orca,28,33.42835696097676,2.7271357739438153
eat_bio,5,Mammalia,Pseudorca crassidens,8,32.946634287155774,2.862949851645505
eat_bio,5,Mammalia,Eubalaena glacialis,7,33.54720390193358,2.77211727698309
eat_bio,5,Mammalia,Lagenorhynchus acutus,7,31.622161524637043,3.105563297299135
eat_bio,5,Mammalia,Megaptera novaeangliae,10,34.449453920067015,2.575659775356175
eat_bio,5,Mammalia,Globicephala macrorhynchus,9,32.7581928869242,2.887399973053531
eat_bio,5,Mammalia,Canis latrans,6,35.338398850212855,2.582351815179808
eat_bio,5,Mammalia,Physeter catodon,8,29.599985638662492,3.365381939912361
eat_bio,5,Mammalia,Balaenoptera physalus,12,31.594435546241353,3.1187375017732264
eat_bio,5,Mammalia,Erignathus barbatus,7,34.60767948963141,2.577448389513748
eat_bio,6,Aves,Colaptes auratus,6,32.19286726660494,2.6816204802061216
eat_bio,6,Aves,Picus viridis,5,32.041298896182994,2.65891536974612
eat_bio,6,Aves,Dendrocopos major,11,32.15081840376957,2.6507723500721228
eat_bio,6,Aves,Sterna paradisaea,5,32.80588834899887,2.466981898718245
eat_bio,6,Aves,Dryobates pubescens,5,32.59220065229259,2.542177830524012
eat_bio,6,Aves,Athene noctua,7,31.858302613170515,2.7014843931713988
eat_bio,6,Aves,Strix uralensis,5,27.453034574478362,3.605445135297873
eat_bio,6,Aves,Calidris alpina,5,32.033250621164164,2.7154058560587773
eat_bio,6,Aves,Aegolius funereus,5,31.133528074116903,2.8527571045186106
eat_bio,6,Aves,Strix aluco,7,31.913908028144277,2.7420194216135765
eat_bio,6,Aves,Tyto alba,5,31.74360983903132,2.7798976653878142
eat_bio,6,Aves,Bubo virginianus,5,31.409965675542548,2.8523385832332004
eat_bio,6,Aves,Strix varia,6,32.13426635750249,2.733369895605801
eat_bio,6,Mammalia,Delphinus delphis,9,31.083225018513772,2.8015475505605747
eat_bio,6,Mammalia,Globicephala melaena,8,29.68410090381718,3.043246693821997
eat_bio,6,Mammalia,Stenella attenuata,6,30.42500455699115,2.9023985860855115
eat_bio,6,Mammalia,Sciurus carolinensis,7,31.522548998178465,2.8048877387532407
eat_bio,6,Mammalia,Stenella coeruleoalba,5,29.54728461205063,3.0850069588455877
eat_bio,6,Mammalia,Orcinus orca,28,31.03771311766945,2.7050257964900393
eat_bio,6,Mammalia,Pseudorca crassidens,8,30.4082632305199,2.8727739351892434
eat_bio,6,Mammalia,Eubalaena glacialis,7,31.173173088793607,2.739642456966385
eat_bio,6,Mammalia,Lagenorhynchus acutus,7,29.917418138309746,3.058871450721413
eat_bio,6,Mammalia,Megaptera novaeangliae,10,32.21852408561867,2.5366040180959812
eat_bio,6,Mammalia,Globicephala macrorhynchus,9,30.4711185816077,2.875750700073059
eat_bio,6,Mammalia,Canis latrans,6,31.568590474502354,2.8288479881739335
eat_bio,6,Mammalia,Physeter catodon,8,28.26533304545601,3.2433563247617117
eat_bio,6,Mammalia,Balaenoptera physalus,12,28.188904713347558,3.264375358461772
eat_bio,6,Mammalia,Erignathus barbatus,7,31.292093995671404,2.692475318391681
eat_bio,7,Aves,Colaptes auratus,6,37.93257003515892,3.046573136493282
eat_bio,7,Aves,Picus viridis,5,37.46884854671946,3.0843579942912487
eat_bio,7,Aves,Dendrocopos major,11,37.84714172789752,3.058143201473485
eat_bio,7,Aves,Sterna paradisaea,5,38.94663397580795,2.9394266183765945
eat_bio,7,Aves,Dryobates pubescens,5,38.10405367693618,2.9530024684904213
eat_bio,7,Aves,Athene noctua,7,37.90694101199802,3.0167765825067114
eat_bio,7,Aves,Strix uralensis,5,31.748221021903582,3.8917888112359154
eat_bio,7,Aves,Calidris alpina,5,37.87580156794568,3.0266268163872985
eat_bio,7,Aves,Aegolius funereus,5,37.80115238998036,3.0725982793849114
eat_bio,7,Aves,Strix aluco,7,37.93197195227089,3.065801705457886
eat_bio,7,Aves,Tyto alba,5,37.51153689485158,3.0569953686509908
eat_bio,7,Aves,Bubo virginianus,5,36.7840000913641,3.1768158522729717
eat_bio,7,Aves,Strix varia,6,37.236429057903464,3.1209803321479686
eat_bio,7,Mammalia,Delphinus delphis,9,35.629457753066454,3.371413455704176
eat_bio,7,Mammalia,Globicephala melaena,8,33.3367441187269,3.598379250010042
eat_bio,7,Mammalia,Stenella attenuata,6,36.44268000088747,3.235424830098889
eat_bio,7,Mammalia,Sciurus carolinensis,7,36.993518825526145,3.2122465732361163
eat_bio,7,Mammalia,Stenella coeruleoalba,5,33.59881798756874,3.5157540028606036
eat_bio,7,Mammalia,Orcinus orca,28,36.681737032177885,3.1777964168530324
eat_bio,7,Mammalia,Pseudorca crassidens,8,35.50963574580266,3.3446145034341286
eat_bio,7,Mammalia,Eubalaena glacialis,7,35.66174432107055,3.355982333297945
eat_bio,7,Mammalia,Lagenorhynchus acutus,7,34.204052627828986,3.507731433854517
eat_bio,7,Mammalia,Megaptera novaeangliae,10,36.901031797103634,3.2187534507255986
eat_bio,7,Mammalia,Globicephala macrorhynchus,9,35.586064802504616,3.29179274819944
eat_bio,7,Mammalia,Canis latrans,6,36.98024468267542,3.1933663753821797
eat_bio,7,Mammalia,Physeter catodon,8,32.577688894829954,3.656113015677557
eat_bio,7,Mammalia,Balaenoptera physalus,12,33.06504106901684,3.8832000043175308
eat_bio,7,Mammalia,Erignathus barbatus,7,35.84049063636197,3.354124086517148
eat_bio,8,Aves,Colaptes auratus,6,31.567753240256692,2.7356461718104343
eat_bio,8,Aves,Picus viridis,5,31.30350733461791,2.754456506745518
eat_bio,8,Aves,Dendrocopos major,11,31.074916922398856,2.75718128449675
eat_bio,8,Aves,Sterna paradisaea,5,32.138311934670625,2.6558384311829633
eat_bio,8,Aves,Dryobates pubescens,5,31.505052076043548,2.7007196818499963
eat_bio,8,Aves,Athene noctua,7,31.758288067999395,2.6519091737310014
eat_bio,8,Aves,Strix uralensis,5,27.526016058604263,3.2853209735185116
eat_bio,8,Aves,Calidris alpina,5,30.937439050262935,2.8103048975131335
eat_bio,8,Aves,Aegolius funereus,5,31.08656800857653,2.807585893690538
eat_bio,8,Aves,Strix aluco,7,31.006457785269102,2.790560329820338
eat_bio,8,Aves,Tyto alba,5,30.96060588035077,2.785260700626846
eat_bio,8,Aves,Bubo virginianus,5,30.341121243319613,2.88635799581036
eat_bio,8,Aves,Strix varia,6,30.967849616089637,2.7760896797489827
eat_bio,8,Mammalia,Delphinus delphis,9,28.975337224482363,3.1807416689732175
eat_bio,8,Mammalia,Globicephala melaena,8,27.15017395530666,3.3308964997596653
eat_bio,8,Mammalia,Stenella attenuata,6,29.967957073272967,3.0145107058298195
eat_bio,8,Mammalia,Sciurus carolinensis,7,30.941958709581428,2.8111379146836706
eat_bio,8,Mammalia,Stenella coeruleoalba,5,27.523354336000544,3.279598954254403
eat_bio,8,Mammalia,Orcinus orca,28,29.612729075956345,3.0517134606142164
eat_bio,8,Mammalia,Pseudorca crassidens,8,29.47538567019514,3.0726973540939437
eat_bio,8,Mammalia,Eubalaena glacialis,7,29.796548503998967,3.0391404765156653
eat_bio,8,Mammalia,Lagenorhynchus acutus,7,27.883209735441245,3.223062491834799
eat_bio,8,Mammalia,Megaptera novaeangliae,10,30.88934774283061,2.884323371513073
eat_bio,8,Mammalia,Globicephala macrorhynchus,9,29.01710805858119,3.0865671767429053
eat_bio,8,Mammalia,Canis latrans,6,30.8663425412558,2.8289323813193437
eat_bio,8,Mammalia,Physeter catodon,8,26.423924558533034,3.4322246437432025
eat_bio,8,Mammalia,Balaenoptera physalus,12,28.094680160315573,3.524075370496746
eat_bio,8,Mammalia,Erignathus barbatus,7,30.136278553559016,2.9919365306085646
eat_bio,9,Aves,Colaptes auratus,6,22.785383536366457,2.3282189918246843
eat_bio,9,Aves,Picus viridis,5,22.52779552936559,2.366402643914645
eat_bio,9,Aves,Dendrocopos major,11,22.52010360149763,2.334996221649362
eat_bio,9,Aves,Sterna paradisaea,5,22.90159026835845,2.3340941960206507
eat_bio,9,Aves,Dryobates pubescens,5,22.733974810728462,2.286009557991296
eat_bio,9,Aves,Athene noctua,7,23.10905948898616,2.25442827848784
eat_bio,9,Aves,Strix uralensis,5,19.911270734562805,2.7899057262855944
eat_bio,9,Aves,Calidris alpina,5,22.63015637883136,2.3754038938165243
eat_bio,9,Aves,Aegolius funereus,5,22.68567465135592,2.346233879822438
eat_bio,9,Aves,Strix aluco,7,22.42292422360722,2.34855972944701
eat_bio,9,Aves,Tyto alba,5,22.344720389418093,2.4085256723788366
eat_bio,9,Aves,Bubo virginianus,5,22.30543561477861,2.392927490759204
eat_bio,9,Aves,Strix varia,6,22.569059822024848,2.3353764493504166
eat_bio,9,Mammalia,Delphinus delphis,9,21.17845208501057,2.701551310698786
eat_bio,9,Mammalia,Globicephala melaena,8,19.49065761759709,2.8917825762292986
eat_bio,9,Mammalia,Stenella attenuata,6,21.47875377705632,2.6615270643113984
eat_bio,9,Mammalia,Sciurus carolinensis,7,22.376976114287817,2.3700169527076826
eat_bio,9,Mammalia,Stenella coeruleoalba,5,20.314939621364026,2.8159669621473227
eat_bio,9,Mammalia,Orcinus orca,28,21.261244372773948,2.681578061538447
eat_bio,9,Mammalia,Pseudorca crassidens,8,20.836970663234833,2.71930965001677
eat_bio,9,Mammalia,Eubalaena glacialis,7,21.74352549530978,2.613608754525258
eat_bio,9,Mammalia,Lagenorhynchus acutus,7,20.260600055077127,2.8035287411882366
eat_bio,9,Mammalia,Megaptera novaeangliae,10,22.447576866422793,2.468878157335387
eat_bio,9,Mammalia,Globicephala macrorhynchus,9,20.886244438224026,2.7122090073736302
eat_bio,9,Mammalia,Canis latrans,6,22.54600551295917,2.3622400825386416
eat_bio,9,Mammalia,Physeter catodon,8,19.12874145754959,3.002687347198165
eat_bio,9,Mammalia,Balaenoptera physalus,12,20.329826264308625,2.979494742058281
eat_bio,9,Mammalia,Erignathus barbatus,7,21.640670443361977,2.6257005147434875
eat_bio,10,Aves,Colaptes auratus,6,17.60396550876952,1.860880321769988
eat_bio,10,Aves,Picus viridis,5,17.25131335018928,1.8814045057300126
eat_bio,10,Aves,Dendrocopos major,11,17.50710144076874,1.8327230167496584
eat_bio,10,Aves,Sterna paradisaea,5,17.936510155621974,1.8271566757695321
eat_bio,10,Aves,Dryobates pubescens,5,17.506506041261527,1.8444428881245263
eat_bio,10,Aves,Athene noctua,7,17.861892419940137,1.8211620891031524
eat_bio,10,Aves,Strix uralensis,5,15.63079537452486,2.247052751061606
eat_bio,10,Aves,Calidris alpina,5,17.308950155118367,1.951917855126614
eat_bio,10,Aves,Aegolius funereus,5,17.879553117953535,1.888235385385241
eat_bio,10,Aves,Strix aluco,7,17.69742423575793,1.8377283237175577
eat_bio,10,Aves,Tyto alba,5,17.517220386195135,1.9220247034933386
eat_bio,10,Aves,Bubo virginianus,5,17.564496395347515,1.8870862142847624
eat_bio,10,Aves,Strix varia,6,17.41841931400011,1.8614142746262856
eat_bio,10,Mammalia,Delphinus delphis,9,15.827115544005993,2.367875431686025
eat_bio,10,Mammalia,Globicephala melaena,8,14.63581728370665,2.5329397825498416
eat_bio,10,Mammalia,Stenella attenuata,6,16.183812906344357,2.3384620678558776
eat_bio,10,Mammalia,Sciurus carolinensis,7,17.116440670015844,1.8872982163031686
eat_bio,10,Mammalia,Stenella coeruleoalba,5,14.648230841984741,2.570016887045033
eat_bio,10,Mammalia,Orcinus orca,28,15.622570633220377,2.4486694159211484
eat_bio,10,Mammalia,Pseudorca crassidens,8,15.530929071617146,2.455199881399769
eat_bio,10,Mammalia,Eubalaena glacialis,7,15.793124149823525,2.4207208609550634
eat_bio,10,Mammalia,Lagenorhynchus acutus,7,15.048995510477154,2.5166134589712232
eat_bio,10,Mammalia,Megaptera novaeangliae,10,16.981496675293794,2.149448281697194
eat_bio,10,Mammalia,Globicephala macrorhynchus,9,15.299806004229342,2.4878790098511385
eat_bio,10,Mammalia,Canis latrans,6,17.31750002780611,1.897669919075656
eat_bio,10,Mammalia,Physeter catodon,8,14.018275411713205,2.696501562414062
eat_bio,10,Mammalia,Balaenoptera physalus,12,15.902513185605846,2.4855081296319885
eat_bio,10,Mammalia,Erignathus barbatus,7,16.425812258298553,2.2467217635983605
eat_bio,11,Aves,Colaptes auratus,6,17.058185451155488,2.1746344176110433
eat_bio,11,Aves,Picus viridis,5,16.749476793169425,2.16915208581214
eat_bio,11,Aves,Dendrocopos major,11,16.983578901131022,2.1271081624557517
eat_bio,11,Aves,Sterna paradisaea,5,17.092886493301076,2.0995954881774086
eat_bio,11,Aves,Dryobates pubescens,5,17.00219671685472,2.1158716272854154
eat_bio,11,Aves,Athene noctua,7,17.392599376582144,2.115646001698399
eat_bio,11,Aves,Strix uralensis,5,15.70641818805069,2.505544687410678
eat_bio,11,Aves,Calidris alpina,5,16.68591184149013,2.226522171493317
eat_bio,11,Aves,Aegolius funereus,5,17.56700824279778,2.100365478238674
eat_bio,11,Aves,Strix aluco,7,17.032196736703096,2.1397617185149755
eat_bio,11,Aves,Tyto alba,5,16.936180709363377,2.188969445598004
eat_bio,11,Aves,Bubo virginianus,5,17.089796110753536,2.1761548430004014
eat_bio,11,Aves,Strix varia,6,17.084641693358115,2.1113804299780177
eat_bio,11,Mammalia,Delphinus delphis,9,15.134280184957756,2.523638572872729
eat_bio,11,Mammalia,Globicephala melaena,8,14.210438810842067,2.6634008526409088
