model,layer_idx,id,source_dataset,is_bio,within_var,between_dist
random_init_eat_seed42,9,1293cd47-9853-4299-8887-04fd759ec354,iNaturalist,True,53.570075667039426,21.679871196694435
random_init_eat_seed42,9,ab10bc86-469b-430b-b965-2871ca1ac7d0,WavCaps,False,515.5974207464335,9.87885010829487
random_init_eat_seed42,9,2300faf5-a5a1-415a-9a63-5b3c676620d6,NatureLM,False,83.9412670268797,21.112281251768206
random_init_eat_seed42,9,f771d67a-807c-4ccc-889c-52ec3410553c,iNaturalist,True,535.460000050305,9.043486843198355
random_init_eat_seed42,9,8756b40f-3d0e-4564-bbd3-7c1f25d22bee,iNaturalist,True,262.0159761430925,15.660414980049515
random_init_eat_seed42,9,e8bb0aa3-403a-4067-9710-7430f5cc5024,NatureLM,False,331.46282354990103,19.664595838502958
random_init_eat_seed42,9,4edef489-cb27-4c03-9cb3-c895bdf8cfcd,WavCaps,False,346.2122339847617,21.329170941646826
random_init_eat_seed42,9,52009b8f-bdf0-4108-b0f9-bd2c6ec8f900,iNaturalist,True,35.050523301903766,21.011108353133405
random_init_eat_seed42,9,b6a69aa0-7c34-464e-b220-78787c6981ab,NatureLM,False,213.51242936259595,25.78294327818538
random_init_eat_seed42,9,f511ce8c-4765-40fb-9c0b-15a9a81aab27,iNaturalist,True,180.54623288359846,18.703569827975564
random_init_eat_seed42,9,1a52c6b0-0b42-49cc-9129-0c5f72051ac5,NatureLM,False,326.32347404299105,20.402262974868112
random_init_eat_seed42,9,c478a113-b56d-4473-bbf3-7b4d73aef7d0,iNaturalist,True,274.75974666498786,16.292258464434166
random_init_eat_seed42,9,f4f45305-472d-4860-a969-bf0ce7e2923e,NatureLM,False,1.2926404873314916,23.406167980064858
random_init_eat_seed42,9,dd80e013-1b6f-46c8-8d4b-120f83f37c95,NatureLM,False,441.6795916337904,17.056499968086218
random_init_eat_seed42,9,c5494864-94f2-4e0a-9a6d-fbe9a0765227,WavCaps,False,14.661110367134258,23.159333999598733
random_init_eat_seed42,9,c3706938-d8d8-44b1-a8bd-aa6864d3da7f,iNaturalist,True,88.41389108563799,18.422585515989716
random_init_eat_seed42,9,f6d0d363-d291-419f-b412-da0737eb9469,iNaturalist,True,120.0636776242919,18.660708404310387
random_init_eat_seed42,9,28fb5f7c-13d7-4da7-b5c0-6b328dfc19c5,Animal Sound Archive,True,365.1938624555839,12.047117602544736
random_init_eat_seed42,9,439d715d-769c-40bb-bd18-70bd9163ee8d,NatureLM,False,191.27911584616106,17.418664602348038
random_init_eat_seed42,9,c610ab73-a57b-429c-8430-cd1e7f0f4d6c,WavCaps,False,43.93559116422959,22.6444399695334
random_init_eat_seed42,9,76790e0b-a744-48d6-bc93-2757d8e14dba,NatureLM,False,265.4306728450835,20.382439186349945
random_init_eat_seed42,9,dc422392-cf30-433e-a7f8-2b025801a7f6,NatureLM,False,483.0517489924639,10.142077310151942
random_init_eat_seed42,9,8907c5d9-aa7f-4a5c-bb11-5d6b184286ed,NatureLM,False,49.057251452889766,18.913368929812304
random_init_eat_seed42,9,6d6f7493-cc30-4b28-8496-f5773be60572,Watkins,True,242.17592258316637,19.518223898662512
random_init_eat_seed42,9,ee783ab4-be88-4dfe-a4d0-3aaac85badc5,NatureLM,False,11.641202187124604,23.286834769501805
random_init_eat_seed42,9,0d0efb49-ae03-4f2e-bc0f-c651d9ce9c6a,NatureLM,False,333.5438827159183,19.645529678252604
random_init_eat_seed42,9,7bca125f-ba28-4934-9681-fa5916444ee5,NatureLM,False,362.3123554655573,21.06831850701718
random_init_eat_seed42,9,220b8cb1-f1e1-45bf-9267-a9973d9fb438,NatureLM,False,153.347452868807,20.881206279213192
random_init_eat_seed42,9,bb721e59-ee82-466f-91d9-19d3586fdfda,NatureLM,False,10.868177008826144,23.30719782968037
random_init_eat_seed42,9,f777a4d8-a73a-4218-8eaa-f1c8b9602384,NatureLM,False,360.45506458819364,15.573506225487549
random_init_eat_seed42,9,06d39be0-bfce-4c0c-911b-e9c27ef76c76,NatureLM,False,10.97171092960864,23.30513960046451
random_init_eat_seed42,9,8bc5604b-86f2-4126-aafa-934bd8e56386,NatureLM,False,315.47622868152655,16.68666233660867
random_init_eat_seed42,9,5c4635a9-bbcb-4055-964e-e1a680f94e50,NatureLM,False,11.28463279144657,23.314561235111395
random_init_eat_seed42,9,a19b22fe-babd-46ad-a94b-fb5909db58e1,NatureLM,False,10.843996614267015,23.306425359362123
random_init_eat_seed42,9,1a22ad44-2627-47b2-99f3-bb14e084abd1,WavCaps,False,286.41174634230015,17.467539168014966
random_init_eat_seed42,9,0c742eaa-2cd8-4877-86fe-82f3c03ad414,NatureLM,False,366.8817822701461,13.923091669553083
random_init_eat_seed42,9,f0b0d77a-d521-40eb-91d2-80f715bc274d,NatureLM,False,262.34570852860713,16.695464258119372
random_init_eat_seed42,9,5443139d-7439-4066-8928-850b443c93e9,NatureLM,False,189.0488670491463,26.914160349169684
random_init_eat_seed42,9,e5f13262-458c-4221-8024-8c951f461322,NatureLM,False,343.7261589610361,14.362554639159313
random_init_eat_seed42,9,b0a58bc9-8bde-4c3a-8a03-b77511bcfb67,NatureLM,False,270.149409291534,20.994106747874692
random_init_eat_seed42,9,b195ba59-7a66-436b-b9d7-277d58b90f8f,Watkins,True,406.1969467616545,11.654109234869082
random_init_eat_seed42,9,ba8f95cd-ce04-4060-b948-e0818a6e8999,NatureLM,False,202.50705067137122,18.8304912791253
random_init_eat_seed42,9,56688b9f-09b2-41be-9708-f87b57fd7c3e,Animal Sound Archive,True,549.678073261135,11.94181175596667
random_init_eat_seed42,9,aa4a1377-c129-41d2-a6e3-1418dee8a958,NatureLM,False,133.83836630565685,18.431835609115918
random_init_eat_seed42,9,d29c730a-30c4-4285-9c49-85b0ce36c05b,NatureLM,False,381.7067560437739,19.41212661442304
random_init_eat_seed42,9,811f1467-3a96-402f-91b7-9b20956669a7,Watkins,True,276.7872317734002,19.845948637723307
random_init_eat_seed42,9,7ca1f2b1-76b2-4493-9470-b763c1a6f099,NatureLM,False,443.9513823619047,10.504877086061876
random_init_eat_seed42,9,6b95a6c1-5c50-4060-938d-0d24bbc7f9bf,NatureLM,False,282.44008139320357,15.885968168639568
random_init_eat_seed42,9,f466d0cb-9598-4122-86c6-97f876e8ec94,NatureLM,False,446.6154951256639,10.971903009664654
random_init_eat_seed42,9,f0210edb-302b-4538-b9c5-39be5c0c1c9e,WavCaps,False,511.48288296981167,9.559076562200717
random_init_eat_seed42,9,b0dc3b3a-53ea-40dc-9f22-c657e4eb4629,NatureLM,False,32.67830797128524,22.35231220754691
random_init_eat_seed42,9,29bbc1a7-a86c-4e1b-92b0-409d0f220895,NatureLM,False,147.43850770787688,16.200638324177643
random_init_eat_seed42,9,6728d88a-5871-4171-a98a-0bfe4dab821d,NatureLM,False,346.0832327135467,14.544020258107658
random_init_eat_seed42,9,a8bc19d5-57d6-42d9-95ff-9335d32c0b68,NatureLM,False,258.7676982072292,20.270868518179988
random_init_eat_seed42,9,d4af2244-e48e-40cd-803e-a0e001d3bf19,WavCaps,False,593.2192333585431,7.354616619313375
random_init_eat_seed42,9,46b4375d-7993-477a-adfc-315e1eab1617,Animal Sound Archive,True,355.13648700154243,13.981649605097015
random_init_eat_seed42,9,e4a1ea08-a1ba-4abb-b487-8c4a1f8fe9cd,WavCaps,False,568.8182183497175,5.767577429098139
random_init_eat_seed42,9,99613f62-eff5-46ae-8b4e-e9ed7d9e9b33,WavCaps,False,93.90429337493761,20.407499080887042
random_init_eat_seed42,9,41fcdf68-9418-468c-842d-73340980ab31,WavCaps,False,334.86745028019453,14.641018664398313
random_init_eat_seed42,9,ce979d4c-5bd0-4bb2-b7c4-5574e2c906b8,WavCaps,False,550.654453210882,11.179318637132962
random_init_eat_seed42,9,c6c6f5e7-649b-4254-b411-59319ca8461c,WavCaps,False,595.0177505507858,10.777125571725676
random_init_eat_seed42,9,f6060001-2a4f-4e41-8e24-0aa5b2091834,Watkins,True,220.7312952112194,20.040369981342376
random_init_eat_seed42,9,e6d6174d-1753-4cee-bbba-95ff4a6895d9,Watkins,True,286.85614860729015,22.52436934853394
random_init_eat_seed42,9,8c41264b-bfd3-4c78-aee7-2c5af4087171,Animal Sound Archive,True,330.0506237221532,21.342022551840877
random_init_eat_seed42,9,bc1ce63c-8a71-48d4-accb-d4e737357b5c,WavCaps,False,466.09837218789215,18.151599873258128
random_init_eat_seed42,9,dfafbd62-794b-4311-9e5c-97ab3b52d596,WavCaps,False,604.4762822250937,7.201454205504823
random_init_eat_seed42,9,f2cf73c8-1dd2-46c6-88e1-ab9b06bfa3e0,WavCaps,False,348.93985446029785,13.322187067300712
random_init_eat_seed42,9,341af722-536d-4a37-a23c-9ecb7ba8fa5e,WavCaps,False,201.44363362420273,26.379819656036425
random_init_eat_seed42,9,83008977-cdd0-4edb-879d-d83b0f8265b2,WavCaps,False,592.8525165681308,6.623335441870471
random_init_eat_seed42,9,2b4b5861-d4e4-4146-aa3e-40877b57dbbb,WavCaps,False,316.9712576543012,23.097717055522676
random_init_eat_seed42,9,b1ddbe75-ce05-4bdf-b471-3a3a4cd90dbe,Animal Sound Archive,True,217.2003723922266,17.565882671952885
random_init_eat_seed42,9,ba14f3f1-9bbc-49e1-b02d-ecbef92ea69e,Watkins,True,278.1660005206984,22.5807946082178
random_init_eat_seed42,9,6842bdb1-82ce-4b3f-a569-2873f8c02462,Watkins,True,324.5868508129504,19.741232392965145
random_init_eat_seed42,9,58e4e64e-6933-424d-9672-339d8858c748,WavCaps,False,402.8219427827135,11.239026521720403
random_init_eat_seed42,9,b7b307ab-8046-4718-b84e-8afc0fab5c4c,WavCaps,False,106.21138264609368,19.365242850766524
random_init_eat_seed42,9,603159b1-71e0-41ba-a851-7550142042e1,WavCaps,False,7.395735238261786,23.2107876633182
random_init_eat_seed42,9,2c6743e0-1f2b-4301-b342-a51dda940a2f,Animal Sound Archive,True,433.15401000982774,17.07179507352631
