model,layer_idx,split,n,mean_within_clip_var,mean_between_clip_var,within_total_ratio
sl_eat_all_ssl_all,6,nonbio,200,49.01048784797211,12.78111706452101,0.7931577099733672
sl_eat_all_ssl_all,7,all,600,56.5196713553577,13.53515283358214,0.8067919948371085
sl_eat_all_ssl_all,7,bio,400,58.365103291309964,11.862607109163616,0.8310836699428603
sl_eat_all_ssl_all,7,nonbio,200,52.828807483453204,16.880244282419195,0.7578471682685649
sl_eat_all_ssl_all,8,all,600,55.84196483328193,11.389658969018605,0.8305907499347224
sl_eat_all_ssl_all,8,bio,400,57.587288442668324,9.89248174899878,0.8534007789163993
sl_eat_all_ssl_all,8,nonbio,200,52.35131761450917,14.384013409058257,0.7844617957468649
sl_eat_all_ssl_all,9,all,600,33.81429735591715,7.544839853902543,0.8175774360179058
sl_eat_all_ssl_all,9,bio,400,34.918300865198034,6.551083940020333,0.8420260157995889
sl_eat_all_ssl_all,9,nonbio,200,31.606290337355368,9.532351681666963,0.7682871574307377
sl_eat_all_ssl_all,10,all,600,20.25702310064322,4.118293777773825,0.8310465542533997
sl_eat_all_ssl_all,10,bio,400,20.888158497278365,3.630639600536544,0.8519242425320961
sl_eat_all_ssl_all,10,nonbio,200,18.994752307372927,5.09360213224839,0.7885450355267828
sl_eat_all_ssl_all,11,all,600,9.61526161778746,1.5728545415371278,0.8594173926031101
sl_eat_all_ssl_all,11,bio,400,9.98089264324562,1.568986014663607,0.8641556278524898
sl_eat_all_ssl_all,11,nonbio,200,8.883999566871143,1.5805915952841696,0.8489581130507705
sl_eat_all_ssl_all,12,all,600,112.29538191767745,19.360182177278887,0.8529482417977003
sl_eat_all_ssl_all,12,bio,400,113.0620321373182,19.43526490540367,0.8533157631197786
sl_eat_all_ssl_all,12,nonbio,200,110.76208147839588,19.210016721029326,0.8521989181743141
sl_eat_bio_ssl_all,0,all,600,0.3625598860046118,0.054551624665575164,0.8692157294390528
sl_eat_bio_ssl_all,0,bio,400,0.3607968596343534,0.042993646810770496,0.8935248696427353
sl_eat_bio_ssl_all,0,nonbio,200,0.3660859387451287,0.0776675803751845,0.8249758547737245
sl_eat_bio_ssl_all,1,all,600,24.3572565838855,2.2769583878726523,0.9145100244070625
sl_eat_bio_ssl_all,1,bio,400,24.57151601538336,1.7930739782475933,0.9319893091953732
sl_eat_bio_ssl_all,1,nonbio,200,23.92873772088978,3.2447272071227697,0.8805920696635986
sl_eat_bio_ssl_all,2,all,600,28.747513896414816,3.205875367396988,0.8996702559178053
sl_eat_bio_ssl_all,2,bio,400,29.161938268885223,2.4369591954451923,0.9228783473158806
sl_eat_bio_ssl_all,2,nonbio,200,27.918665151474,4.74370771130058,0.8547653677450056
sl_eat_bio_ssl_all,3,all,600,29.825459244428032,3.5388761830306303,0.8939323640740598
sl_eat_bio_ssl_all,3,bio,400,30.26847100846554,2.8669164435183747,0.9134787107085199
sl_eat_bio_ssl_all,3,nonbio,200,28.939435716353,4.882795662055141,0.8556335444747657
sl_eat_bio_ssl_all,4,all,600,54.14679826797827,7.571682970570161,0.8773190328306232
sl_eat_bio_ssl_all,4,bio,400,55.193592512048426,6.434634279941682,0.8955894950270092
sl_eat_bio_ssl_all,4,nonbio,200,52.053209779837964,9.84578035182712,0.8409379485693675
sl_eat_bio_ssl_all,5,all,600,58.92561007716756,10.114170215121382,0.8535022827085817
sl_eat_bio_ssl_all,5,bio,400,60.37875357699126,8.955275402203059,0.870838669928004
sl_eat_bio_ssl_all,5,nonbio,200,56.01932307752018,12.431959840958031,0.8183823690234728
sl_eat_bio_ssl_all,6,all,600,48.267009771453665,11.978552490308935,0.8011712059676198
sl_eat_bio_ssl_all,6,bio,400,49.713030902358625,10.915124543883499,0.8199660790676414
sl_eat_bio_ssl_all,6,nonbio,200,45.374967509643746,14.10540838315981,0.7628560988151656
sl_eat_bio_ssl_all,7,all,600,62.39079387437916,20.597477065295323,0.751802551950167
sl_eat_bio_ssl_all,7,bio,400,64.63096623055583,19.371506594326025,0.769393614939058
sl_eat_bio_ssl_all,7,nonbio,200,57.910449162025834,23.049418007233918,0.7152982235130726
sl_eat_bio_ssl_all,8,all,600,54.849465785892896,19.00999710882589,0.7426193426843187
sl_eat_bio_ssl_all,8,bio,400,56.784548718186336,18.333132491743992,0.755941181936798
sl_eat_bio_ssl_all,8,nonbio,200,50.97929992130606,20.363726342989672,0.7145659862037436
sl_eat_bio_ssl_all,9,all,600,36.90457502158853,16.758913996267268,0.6877036081144301
sl_eat_bio_ssl_all,9,bio,400,37.53436554583008,16.56760918110836,0.6937707123496359
sl_eat_bio_ssl_all,9,nonbio,200,35.644993973105414,17.14152362658509,0.6752670112361117
sl_eat_bio_ssl_all,10,all,600,22.132967593189186,10.149550978986568,0.6856022569523293
sl_eat_bio_ssl_all,10,bio,400,22.085308328557012,10.087817903727005,0.6864520460058862
sl_eat_bio_ssl_all,10,nonbio,200,22.22828612245353,10.273017129505694,0.683919840079446
sl_eat_bio_ssl_all,11,all,600,22.08716011793989,8.190345799357798,0.7294907373900104
sl_eat_bio_ssl_all,11,bio,400,21.579817284888712,8.146524263293719,0.725949315017817
sl_eat_bio_ssl_all,11,nonbio,200,23.101845784042254,8.277988871485956,0.7362003668165403
