model,layer_idx,layer_name,n_rows,embedding_dim,effective_rank,participation_ratio,twonn_id,mle_id_k20,var_explained_top1,var_explained_top10
eat_bio,0,layer_00,30000,768,26.01748886912973,10.173747977526862,5.28015095299898,7.9756324199647315,0.2097150155752331,0.6985829809623848
eat_bio,1,layer_01,30000,768,67.58537183793321,33.59967805225825,6.997943229249301,11.055912165756343,0.099040281678637,0.44297346581139524
eat_bio,2,layer_02,30000,768,55.37184760372183,32.599766961682256,7.9457353933605335,7.715826544140226,0.0692533254965168,0.4705377258326666
eat_bio,3,layer_03,30000,768,73.23022254708965,41.9187444027155,9.049533980717197,9.444299532211,0.05449224143953443,0.404386568021501
eat_bio,4,layer_04,30000,768,118.22742601463777,60.0199425414501,9.418697464598182,11.534343213181401,0.04970733360725129,0.32402463635172335
eat_bio,5,layer_05,30000,768,133.52633942034106,63.17711945099808,9.325647215097149,11.526818821288208,0.044508096047353125,0.3274388662652251
eat_bio,6,layer_06,30000,768,190.92042960362573,79.58687158243241,7.787058261331987,12.182400888160728,0.04668389607844247,0.2832733944138782
eat_bio,7,layer_07,30000,768,199.52786417102763,79.63306048368345,6.8742073637827925,11.508530049487488,0.04662960621549631,0.2859040498773916
eat_bio,8,layer_08,30000,768,162.62024507039368,64.0439236425539,5.962593673965934,10.180414648755699,0.05650902597185763,0.3200854446769722
eat_bio,9,layer_09,30000,768,158.88546337582076,65.899103331525,5.645590710081065,9.276912021204273,0.053499857855388716,0.3156730058129295
eat_bio,10,layer_10,30000,768,165.57509354415276,65.51193061747517,5.527283738607655,9.200338038063148,0.052382470412364414,0.31960340502994106
eat_bio,11,layer_11,30000,768,180.50877106843518,61.66717927497064,5.889186455712318,9.6544659216257,0.06067403662256134,0.3292045430195998
eat_bio,12,layer_12,30000,768,180.3673692499394,31.82242595534092,6.9039008475574155,12.524252048431563,0.16191562573332502,0.3184019753548872
