model,layer_idx,species,n_clips,within_var,centroid_norm,cos_to_global_bio_centroid,class
eat_all,3,Anthus trivialis,5,27.351193242032092,2.4057974133546924,0.8639297805386117,Aves
eat_all,3,Globicephala macrorhynchus,7,24.36738192732658,2.4684510286403176,0.9173908732665572,Mammalia
eat_all,3,Orcinus orca,18,26.351489615194392,2.2474582075091507,0.9124615124125989,Mammalia
eat_all,3,Fringilla coelebs,14,27.447569658151576,2.261798450087088,0.9289228727944417,Aves
eat_all,3,Turdus merula,10,27.183736903334044,2.310686565550798,0.9167101018047225,Aves
eat_all,4,Lagenorhynchus acutus,6,41.55405751209283,3.6628571769555496,0.889486204731778,Mammalia
eat_all,4,Delphinus delphis,8,46.63613058631393,3.2650856922274967,0.8856989135540908,Mammalia
eat_all,4,Balaenoptera physalus,8,45.06273860045405,3.7432376898540047,0.6194185262615951,Mammalia
eat_all,4,Erithacus rubecula,6,48.22316108010373,3.119342644686431,0.8803048698403645,Aves
eat_all,4,Parus major,6,50.98722734397901,2.8077382101622472,0.8688755688461436,Aves
eat_all,4,Stenella coeruleoalba,5,43.856898689429116,3.393672906434952,0.8877232782449551,Mammalia
eat_all,4,Megaptera novaeangliae,8,49.348653329635106,2.8107871580046155,0.9171777285544551,Mammalia
eat_all,4,Anthus trivialis,5,50.80123632011908,2.9038131186007576,0.8058914454440407,Aves
eat_all,4,Globicephala macrorhynchus,7,44.99213718571076,3.256882563473225,0.8901365923712443,Mammalia
eat_all,4,Orcinus orca,18,48.529860004793186,2.9633709296012833,0.8741273537232506,Mammalia
eat_all,4,Fringilla coelebs,14,50.659767481723364,2.825607067635177,0.9122882393910022,Aves
eat_all,4,Turdus merula,10,50.84704899082167,2.840096721245966,0.8850059487528041,Aves
eat_all,5,Lagenorhynchus acutus,6,51.45249447457312,3.890270452127957,0.8793437058772305,Mammalia
eat_all,5,Delphinus delphis,8,54.44365544434063,3.6188550413934117,0.8585674992359503,Mammalia
eat_all,5,Balaenoptera physalus,8,50.66432044133731,4.199323911196734,0.5791800563259972,Mammalia
eat_all,5,Erithacus rubecula,6,57.19898325533676,3.364588731187136,0.8399781203127841,Aves
eat_all,5,Parus major,6,59.88529000648136,2.9326598654658764,0.8622277791617491,Aves
eat_all,5,Stenella coeruleoalba,5,52.202122023641685,3.8682785945092655,0.857667987323923,Mammalia
eat_all,5,Megaptera novaeangliae,8,57.96373081227446,3.105446808289676,0.8641107604665139,Mammalia
eat_all,5,Anthus trivialis,5,58.69536510771677,3.0933982930966275,0.7810636802664732,Aves
eat_all,5,Globicephala macrorhynchus,7,54.38838891827645,3.516504028414047,0.8847750514201036,Mammalia
eat_all,5,Orcinus orca,18,56.73199532959465,3.2516218400977968,0.8442904581432095,Mammalia
eat_all,5,Fringilla coelebs,14,59.61062742436079,2.9635558091642156,0.8768754681661632,Aves
eat_all,5,Turdus merula,10,60.008275910280894,2.946736172446556,0.8680819460096205,Aves
eat_all,6,Lagenorhynchus acutus,6,43.22614676295601,4.070875252459503,0.8747589828166656,Mammalia
eat_all,6,Delphinus delphis,8,46.06026021042501,3.7556932292246556,0.8747625170890889,Mammalia
eat_all,6,Balaenoptera physalus,8,39.37306442856114,4.6168646731044,0.6022066312759123,Mammalia
eat_all,6,Erithacus rubecula,6,48.1556943085358,3.5234983720747053,0.870313193288589,Aves
eat_all,6,Parus major,6,50.27146863651969,3.2176689518636135,0.8801750197876962,Aves
eat_all,6,Stenella coeruleoalba,5,43.22869993792786,4.05956088226546,0.8364178232617107,Mammalia
eat_all,6,Megaptera novaeangliae,8,47.162105004895835,3.542650187908503,0.8145041284063667,Mammalia
eat_all,6,Anthus trivialis,5,48.88199514834457,3.383270390307037,0.813036791946538,Aves
eat_all,6,Globicephala macrorhynchus,7,46.233885256369824,3.7475760435550085,0.8876115795058562,Mammalia
eat_all,6,Orcinus orca,18,47.9569925344793,3.4640381954561517,0.8586642164968893,Mammalia
eat_all,6,Fringilla coelebs,14,50.29482376506077,3.209920592054896,0.9035798373964901,Aves
eat_all,6,Turdus merula,10,50.24565699495082,3.205297003825858,0.8849418040668371,Aves
eat_all,7,Lagenorhynchus acutus,6,59.60530348853989,4.898996098098607,0.8704851203691695,Mammalia
eat_all,7,Delphinus delphis,8,63.81373643720797,4.521580468668353,0.8846437303052536,Mammalia
eat_all,7,Balaenoptera physalus,8,57.38098701494369,5.330287743120133,0.6137743917293802,Mammalia
eat_all,7,Erithacus rubecula,6,62.67525344587528,4.469909849405136,0.8786275255187004,Aves
eat_all,7,Parus major,6,67.5501892087688,4.018874809375279,0.8926998349237448,Aves
eat_all,7,Stenella coeruleoalba,5,60.01811051692723,4.919074242590207,0.8634114140240513,Mammalia
