alpha,bio_axis_proj_mean,bio_axis_proj_std,energy_ratio_bio_mean,energy_ratio_bio_std,cos_to_bio_mean,cos_to_bio_std,cos_to_nonbio_mean,cos_to_nonbio_std
0.0,0.3992578523201069,0.4039141868797132,0.5042596071822678,0.02040944992474827,0.5686654976954907,0.06956346675838251,0.4645754460273521,0.03245672836934759
0.25,-0.6574935303988002,0.898172138993466,0.4476539440490179,0.06089284992107143,0.5274164945980518,0.0976829098276171,0.5540321702833189,0.07544456466700736
0.5,-0.7797201985687776,0.8747276972576958,0.43712608705019024,0.059578638777254535,0.5186144990712457,0.09427272650529558,0.5587258439529377,0.07525930744713769
0.75,-0.9637388187675187,0.767919648769278,0.41642921855589626,0.05613501239707353,0.5007280142640842,0.08687568445875332,0.5622777090955705,0.07006042523545637
1.0,-1.3549440074056536,0.2636296183219771,0.36952977224029987,0.06879129243108129,0.48987494560244216,0.07766521648257195,0.5951887264060514,0.05292518536090111
