source_dataset,layer_idx,layer_name,cosine_similarity_mean,cosine_similarity_std,cosine_similarity_median,cosine_distance_mean,cosine_distance_std,cosine_distance_median,l2_distance_mean,l2_distance_std,l2_distance_median,norm_model_a_mean,norm_model_a_std,norm_model_a_median,norm_model_b_mean,norm_model_b_std,norm_model_b_median,norm_delta_b_minus_a_mean,norm_delta_b_minus_a_std,norm_delta_b_minus_a_median
Animal Sound Archive,2,model.blocks.1,0.7505638021230697,0.0413175354848194,0.7544234395027161,0.24943619787693025,0.04131753548481941,0.24557656049728394,1.3568445932865143,0.1463302858124851,1.325659155845642,1.9186058378219604,0.24888267654334856,1.8968800902366638,1.9300996553897858,0.14952227593161402,1.915834128856659,0.011493817567825318,0.14553487784352875,0.004455387592315674
Animal Sound Archive,3,model.blocks.2,0.8032842302322387,0.0411606077985411,0.8106802403926849,0.19671576976776123,0.0411606077985411,0.18931975960731506,1.3418690872192383,0.18683139519835942,1.297382891178131,1.8640947139263153,0.2619204316544426,1.836693823337555,2.237577632665634,0.16998206783720907,2.20809268951416,0.3734829187393188,0.16672733588049563,0.3944423198699951
Animal Sound Archive,4,model.blocks.3,0.7601049244403839,0.053649469580093444,0.7735925316810608,0.2398950755596161,0.053649469580093444,0.2264074683189392,1.8946511626243592,0.36570310656457655,1.7878716588020325,2.6218481135368346,0.44306774718402736,2.501697063446045,2.795623435974121,0.2554182421192882,2.7526726722717285,0.17377532243728638,0.28356987689327534,0.22843599319458008
Animal Sound Archive,5,model.blocks.4,0.7016715568304062,0.0721559315363057,0.7184916436672211,0.29832844316959384,0.07215593152016292,0.28150835633277893,2.2806656229496003,0.46128578011566035,2.12861704826355,2.7259532690048216,0.4546861538039907,2.602897524833679,3.0796337819099424,0.27679266518375256,3.040977120399475,0.35368051290512087,0.3060183239566007,0.4349108934402466
Animal Sound Archive,6,model.blocks.5,0.6216512033343315,0.05926063520154674,0.637780100107193,0.3783487963676453,0.05926063449514254,0.362219899892807,2.683045904636383,0.4237344099552782,2.565258741378784,2.858453028202057,0.40530116324995,2.751448392868042,3.2324578595161437,0.2915404264893491,3.1873570680618286,0.3740048313140869,0.2668104020769096,0.41588521003723145
Animal Sound Archive,7,model.blocks.6,0.5512450554966927,0.06984613806439528,0.5554976165294647,0.44875494480133055,0.0698461378539357,0.4445023834705353,3.935784080028534,0.4913245685082893,3.879678249359131,3.64853718996048,0.37433006068644054,3.5849924087524414,4.494757618904114,0.30118830427832105,4.475053071975708,0.846220428943634,0.2745715803376126,0.8712180852890015
Animal Sound Archive,8,model.blocks.7,0.5219973087310791,0.07858448729408471,0.5338298380374908,0.4780026912689209,0.07858448775894031,0.46617016196250916,4.066098644733429,0.4471930664257997,4.027657508850098,3.303212335109711,0.3325932439418216,3.2374874353408813,4.649523282051087,0.29936315202016434,4.58753228187561,1.3463109469413757,0.299463772850407,1.383082389831543
Animal Sound Archive,9,model.blocks.8,0.41239587813615797,0.07408285250022506,0.4223729372024536,0.5876041227579116,0.07408285247040823,0.5776270627975464,4.134897997379303,0.396741040172537,4.110853672027588,2.4595065569877623,0.3253182598861495,2.4168589115142822,4.471169352531433,0.29723259139270936,4.479843378067017,2.011662795543671,0.3268872536175332,2.0028544664382935
Animal Sound Archive,10,model.blocks.9,0.36836315676569936,0.08751161032436044,0.37325839698314667,0.6316368407011033,0.08751160846712787,0.6267416179180145,3.3963213920593263,0.2626134477160101,3.3786808252334595,1.8988026595115661,0.2443290802096104,1.8714687824249268,3.5847025394439695,0.254477144633241,3.581514596939087,1.6858998787403108,0.33852821566365954,1.699297845363617
Animal Sound Archive,11,model.blocks.10,0.3451618993282318,0.06440424338367627,0.34523579478263855,0.6548380994796753,0.06440424237686346,0.6547641754150391,3.4502381682395935,0.18725202455278211,3.4707701206207275,1.6888406789302826,0.20927563674050095,1.6473607420921326,3.6502039527893064,0.23668883864213427,3.6576333045959473,1.9613632690906524,0.21159509396474316,1.9593715071678162
Animal Sound Archive,12,model.blocks.11,-0.008706857791985385,0.14616739799838047,-0.03572976775467396,1.008706858754158,0.14616739880432447,1.0357297658920288,13.20549162864685,0.8062268614743776,13.164912223815918,4.465065522193909,0.7369260671959974,4.228485822677612,12.443085794448853,0.859570908265264,12.430809020996094,7.9780203008651736,1.0382558677259281,7.96734881401062
All,0,model.pos_drop,0.7907995617389679,0.06884696480190963,0.8176083266735077,0.2092004382610321,0.06884696480190962,0.1823916733264923,0.2878516426930825,0.1058555674952084,0.26465846598148346,0.43790441965063415,0.18131338389617352,0.40215468406677246,0.24211240927378336,0.097954264187859,0.2177060768008232,-0.1957920106500387,0.10939239768981113,-0.19149690121412277
All,1,model.blocks.0,0.7941854259371758,0.04420047186016545,0.7903365790843964,0.20581457406282425,0.04420047186016547,0.20966342091560364,1.3634640681743622,0.3228006678149618,1.270509660243988,2.2764963521560033,0.7686027700557884,2.0363011360168457,1.9898089502255123,0.6293057392981857,1.7069171071052551,-0.28668740193049114,0.24671420603542407,-0.26580238342285156
All,2,model.blocks.1,0.7530123937129974,0.042851789587912976,0.7550682723522186,0.24698760628700256,0.04285178958791304,0.24493172764778137,1.6794924704233805,0.44554070109259064,1.4722205996513367,2.4517707061767577,0.7037635759382405,2.2518619298934937,2.285483023325602,0.5605610095547531,2.0717368125915527,-0.1662876828511556,0.3005656994172201,-0.13131850957870483
All,3,model.blocks.2,0.7638226939241092,0.06566462564883717,0.7837858200073242,0.23617730607589085,0.06566462564883714,0.21621417999267578,1.7415233812729518,0.531755263375051,1.4852983951568604,2.39142445286115,0.6961069279713401,2.1943063735961914,2.540359140634537,0.47899788318461456,2.3904733657836914,0.14893468777338664,0.3393133261775369,0.27493607997894287
All,4,model.blocks.3,0.7148395809034507,0.08376737183670617,0.7418199479579926,0.28516041914621987,0.08376737196480283,0.25818005204200745,2.602738556265831,0.9363188207613747,2.186526894569397,3.441215544939041,1.1036113720773033,3.1148810386657715,3.2922406073411308,0.6925237385670179,3.081555962562561,-0.14897493759791056,0.5599379054130531,0.07430708408355713
All,5,model.blocks.4,0.6479876685142517,0.10897500611999285,0.6811406016349792,0.35201233128706616,0.10897500591337757,0.31885939836502075,3.101657532652219,1.079798552513349,2.6624417304992676,3.6028571383158368,1.1073259576161187,3.292678713798523,3.6376028645038603,0.7056431873335952,3.4812123775482178,0.034745726188023886,0.5870184782426747,0.2703726291656494
All,6,model.blocks.5,0.5684090049068133,0.10054077224820786,0.5968866646289825,0.43159099608659746,0.10054077324229282,0.40311333537101746,3.5743693323930104,1.070522271069586,3.2576332092285156,3.7118899516264596,1.0375535527723665,3.4235748052597046,3.8462278779347736,0.6842290739325664,3.7389315366744995,0.134337926308314,0.5701954541401235,0.3258417844772339
All,7,model.blocks.6,0.4917475399126609,0.1068694526985416,0.5114037692546844,0.5082524590690931,0.10686945164047665,0.48859623074531555,4.894661396344503,1.1830968776750217,4.519909381866455,4.438279012441635,0.9623708842471728,4.172440528869629,5.093365312814712,0.7220686972276394,4.992682695388794,0.6550863003730774,0.5792804945560767,0.7427706718444824
All,8,model.blocks.7,0.45885817450781663,0.11986049150914665,0.48642295598983765,0.5411418254176775,0.11986049142894975,0.5135770440101624,4.887652486165365,1.08286265922768,4.599743604660034,4.006216593980789,0.9182690812728205,3.7364472150802612,5.09526860833168,0.5932379748424028,5.050411224365234,1.089052014350891,0.6355256498998263,1.2249565124511719
All,9,model.blocks.8,0.36125938057278595,0.1079993554349092,0.3815807104110718,0.638740620414416,0.10799935483830712,0.6184192895889282,4.666099435488383,0.8658992367804246,4.495084762573242,2.9729704421758654,0.8194880280546413,2.6870951652526855,4.724512647390366,0.4865602707476028,4.6826958656311035,1.751542205810547,0.6185781559797503,1.90082585811615
All,10,model.blocks.9,0.3231807086616755,0.10726812189220337,0.3311440646648407,0.6768192902207375,0.10726812171240352,0.6688559651374817,3.6736027582486472,0.5711261087002978,3.5762585401535034,2.2211523310343426,0.575973372683304,2.042047619819641,3.658836498260498,0.33511783228040254,3.6368311643600464,1.4376841662327449,0.5268401962700312,1.5202383995056152
All,11,model.blocks.10,0.3071023853321579,0.0962386938554984,0.31146395206451416,0.692897613743941,0.09623869401593033,0.6885360479354858,3.6133036843935646,0.32778459933456944,3.575623631477356,1.7204913675785065,0.20761505807967479,1.709311604499817,3.7529340863227842,0.31779901100657737,3.7089247703552246,2.03244271894296,0.3270699958640264,1.9778106212615967
All,12,model.blocks.11,0.038604538907432775,0.13619436741143098,0.05789111740887165,0.961395462056001,0.13619436735634197,0.9421088695526123,13.417125652631125,0.9467775628888795,13.36706018447876,5.089096717834472,1.431507785040118,4.487912178039551,12.653570806185405,0.8792420791892576,12.66111135482788,7.564474101861318,1.7107362211207682,7.986392259597778
