model,layer_idx,metric,n_bootstraps,p05,p50,p95,mean,std
sl_eat_all_ssl_all,10,species_separability_ratio,30,0.0889443543452523,0.09717111578854175,0.10706747969757197,0.0974219788084277,0.0061059884965563305
sl_eat_all_ssl_all,10,top1_share,30,0.06620296131669673,0.06799616149109018,0.07004445534802385,0.06817066795772193,0.0014683973559904305
sl_eat_all_ssl_all,10,top10_share,30,0.32722346736946606,0.3309029037372582,0.33358998341603624,0.33077383040681047,0.002190557937076387
sl_eat_all_ssl_all,10,mean_l2_norm,30,5.048321174195638,5.058670392905343,5.064343913525219,5.057615959498751,0.005311935810292691
sl_eat_all_ssl_all,11,cos_class_aves_vs_mammalia,30,0.5743354589752395,0.6015655104049416,0.6356596965407545,0.6039293567722037,0.020396470498008246
sl_eat_all_ssl_all,11,cos_order_passer_vs_other_aves,30,0.8385302699179745,0.8644088665569098,0.897557715859528,0.8666789172826593,0.01898741696150931
sl_eat_all_ssl_all,11,abs_cos_veitch_class_vs_passer_subord,30,0.4138682170669674,0.5786982883875985,0.7521477701602839,0.5840063240399275,0.11475110568566362
sl_eat_all_ssl_all,11,species_separability_ratio,30,0.09979882212848054,0.10583643086522355,0.1149468031456878,0.10645459868123948,0.005323182873549314
sl_eat_all_ssl_all,11,top1_share,30,0.2595603874234798,0.26241539512440315,0.2647591776356832,0.26218254976019983,0.0016922764012276047
sl_eat_all_ssl_all,11,top10_share,30,0.5412818360661883,0.5457750355257309,0.5483214333264759,0.5453442736771364,0.002287164425408796
sl_eat_all_ssl_all,11,mean_l2_norm,30,3.3899702509552836,3.404876592476705,3.4238276200750457,3.405985998404212,0.010780660316294472
sl_eat_all_ssl_all,12,cos_class_aves_vs_mammalia,30,0.6197414429454189,0.6414719833781715,0.6690931501612278,0.6426588038962374,0.015496842101073417
sl_eat_all_ssl_all,12,cos_order_passer_vs_other_aves,30,0.6413593752381279,0.6701442334950155,0.6882484854122319,0.6673582833206319,0.018210810453909064
sl_eat_all_ssl_all,12,abs_cos_veitch_class_vs_passer_subord,30,0.4474993771020724,0.6618361345394693,0.8122298467696841,0.6486899242409557,0.12427238954346455
sl_eat_all_ssl_all,12,species_separability_ratio,30,0.099561693195719,0.11314585571921446,0.12808037907108222,0.11318732704747131,0.009114445036082513
sl_eat_all_ssl_all,12,top1_share,30,0.6108000033147524,0.618134345102163,0.6214751253577251,0.6170251283704263,0.0037443664059298516
sl_eat_all_ssl_all,12,top10_share,30,0.7520217863213166,0.756263777210798,0.7592026321173659,0.7556709421881654,0.0023518761500292145
sl_eat_all_ssl_all,12,mean_l2_norm,30,11.695910238841337,11.731993865142186,11.762086305099052,11.73182407449779,0.020580071278360416
