alpha,bio_axis_proj_mean,bio_axis_proj_std,energy_ratio_bio_mean,energy_ratio_bio_std,cos_to_bio_mean,cos_to_bio_std,cos_to_nonbio_mean,cos_to_nonbio_std
0.0,-0.7477111500202444,0.6169462330074312,0.4154816531983855,0.0562977076740342,0.7273472683542497,0.10732854473755797,0.7779399811710013,0.049818372229629565
0.25,-0.4380417913185202,0.50240088597936,0.36245435234696816,0.07728780549343679,0.7837848118567956,0.08468169631120599,0.8064112587038359,0.03803086815540673
0.5,-0.46349984754522067,0.48978507895457757,0.3674007021574581,0.07798047677968296,0.7749526813433179,0.07966965284210778,0.8005331504881759,0.036182200862840574
0.75,-0.48443068290828856,0.47484068622559955,0.37205896097439217,0.07792639277978118,0.7726684336120166,0.07344869575856468,0.8008973430184512,0.03265040103019634
1.0,-0.6220433034179423,0.49353802562707794,0.35469390945983326,0.057223459897232556,0.7308822422561324,0.08189063434022748,0.7725521300080463,0.03514212370932061
