model,layer_idx,source,n_clips,n_frames,effective_rank,participation_ratio,mle_id_k20,is_bio
eat_all,0,Animal Sound Archive,100,5000,10.3187602484951,4.145287034091028,6.564794807403717,True
eat_all,0,NatureLM,100,5000,12.127841996893372,5.147543936710787,3.107499207396066,False
eat_all,0,Watkins,100,5000,10.033808743196674,4.137534563219979,2.5834876304846284,True
eat_all,0,WavCaps,100,5000,11.402058041513474,4.708049427932207,6.151567415997474,False
eat_all,0,Xeno-canto,100,5000,9.72334165529379,3.926313741181807,10.945395725508416,True
eat_all,0,iNaturalist,100,5000,9.713722294811843,3.9877427380812036,9.27029494605027,True
eat_all,1,Animal Sound Archive,100,5000,47.086574709629424,22.60007619963562,9.34878089479888,True
eat_all,1,NatureLM,100,5000,47.35831295007053,22.43119285200545,6.804929363046187,False
eat_all,1,Watkins,100,5000,39.64625442525966,14.633814740724159,2.182434456295567,True
eat_all,1,WavCaps,100,5000,50.86438375956429,23.738432737353918,10.904014862129305,False
eat_all,1,Xeno-canto,100,5000,49.08421784874895,23.097183164233662,9.65364599275376,True
eat_all,1,iNaturalist,100,5000,47.67180755751036,22.222757597197795,9.403270083706097,True
eat_all,2,Animal Sound Archive,100,5000,82.69189315500131,44.02808327135919,13.739842215594424,True
eat_all,2,NatureLM,100,5000,78.49692672364095,39.20082069031046,8.864294342908815,False
eat_all,2,Watkins,100,5000,81.41275680912672,40.10379409008926,2.3549551900416157,True
eat_all,2,WavCaps,100,5000,93.38626155917014,50.15482363176632,14.164856753809241,False
eat_all,2,Xeno-canto,100,5000,86.97314676351392,46.7344309524565,14.994208380722663,True
eat_all,2,iNaturalist,100,5000,84.89506825907445,45.632079798940524,14.066545714247342,True
eat_all,3,Animal Sound Archive,100,5000,96.53546763101403,49.767324474701454,13.431164623800823,True
eat_all,3,NatureLM,100,5000,92.99291833760113,45.81434404740934,8.470746822332666,False
eat_all,3,Watkins,100,5000,97.75888385673828,47.065470200940375,2.2127216649392176,True
eat_all,3,WavCaps,100,5000,113.69753497407515,59.83035973301642,13.591549442523634,False
eat_all,3,Xeno-canto,100,5000,104.68680672487648,54.954786177673896,13.944280836545385,True
eat_all,3,iNaturalist,100,5000,103.29643640716763,53.82936991487271,14.158842138468438,True
eat_all,4,Animal Sound Archive,100,5000,133.66264924488624,61.37194597648815,15.424815294444802,True
eat_all,4,NatureLM,100,5000,124.63644273297999,54.739937396602926,9.368346395782071,False
eat_all,4,Watkins,100,5000,127.94562951500555,59.03773180255146,2.159153892346155,True
eat_all,4,WavCaps,100,5000,160.47842323438712,77.64103518317792,13.884031602756666,False
eat_all,4,Xeno-canto,100,5000,144.80573794443595,68.92154643745977,15.070117750328052,True
eat_all,4,iNaturalist,100,5000,142.5178958264898,66.36735692962249,15.098283253030125,True
eat_all,5,Animal Sound Archive,100,5000,149.94934769445473,63.74036842007102,13.651063343855318,True
eat_all,5,NatureLM,100,5000,135.4174475514007,56.35073870141468,8.445023405697336,False
eat_all,5,Watkins,100,5000,139.83455212031203,62.09965768972515,2.081647702281999,True
eat_all,5,WavCaps,100,5000,182.82413209654678,83.66104945834124,12.192212456001133,False
eat_all,5,Xeno-canto,100,5000,163.97511548324786,72.5410841135582,12.974123711159017,True
eat_all,5,iNaturalist,100,5000,160.85070116302333,69.33921480092292,12.649958519439062,True
eat_all,6,Animal Sound Archive,100,5000,178.07211153086067,71.4633838350964,12.56752366366228,True
eat_all,6,NatureLM,100,5000,154.7187338887749,60.60044277145693,7.844376097788107,False
eat_all,6,Watkins,100,5000,150.48427427276,66.19140689709094,2.018376043959047,True
eat_all,6,WavCaps,100,5000,213.81310450535426,95.78644427750149,10.53851418724683,False
eat_all,6,Xeno-canto,100,5000,197.41454189537234,83.80688308748805,11.258610053296131,True
eat_all,6,iNaturalist,100,5000,194.66059237154167,80.53375245701119,10.930046240531176,True
eat_all,7,Animal Sound Archive,100,5000,191.32438288668456,77.10959932136842,12.02462343467555,True
eat_all,7,NatureLM,100,5000,167.38428329065468,66.36056570223687,7.6152407859548825,False
