model,layer_idx,layer_name,source_dataset,n_samples,norm_mean,norm_std,norm_median
sl_eat_all_ssl_all,11,model.blocks.10,Xeno-canto,100,1.7566992044448853,0.2138146162033081,1.7540864944458008
sl_eat_all_ssl_all,11,model.blocks.10,iNaturalist,100,1.7859983444213867,0.21210207045078278,1.7873551845550537
sl_eat_all_ssl_all,11,model.blocks.10,All,600,1.7204912900924683,0.20744197070598602,1.709311604499817
sl_eat_all_ssl_all,12,model.blocks.11,Animal Sound Archive,100,4.4650654792785645,0.7332321405410767,4.228486061096191
sl_eat_all_ssl_all,12,model.blocks.11,NatureLM,100,5.335480213165283,1.6153358221054077,4.570163726806641
sl_eat_all_ssl_all,12,model.blocks.11,Watkins,100,6.916008472442627,1.283448576927185,7.101241111755371
sl_eat_all_ssl_all,12,model.blocks.11,WavCaps,100,5.098345756530762,1.3998680114746094,4.583639144897461
sl_eat_all_ssl_all,12,model.blocks.11,Xeno-canto,100,4.4284820556640625,0.6375188827514648,4.2977190017700195
sl_eat_all_ssl_all,12,model.blocks.11,iNaturalist,100,4.291199207305908,0.5036781430244446,4.231122970581055
sl_eat_all_ssl_all,12,model.blocks.11,All,600,5.089096546173096,1.4303144216537476,4.487912178039551
sl_eat_bio_ssl_all,0,model.pos_drop,Animal Sound Archive,100,0.1714966744184494,0.04294632375240326,0.1625118851661682
sl_eat_bio_ssl_all,0,model.pos_drop,NatureLM,100,0.31514108180999756,0.12955185770988464,0.26700812578201294
sl_eat_bio_ssl_all,0,model.pos_drop,Watkins,100,0.2864057719707489,0.06806469708681107,0.2745257616043091
sl_eat_bio_ssl_all,0,model.pos_drop,WavCaps,100,0.2394811511039734,0.0926443412899971,0.20901614427566528
sl_eat_bio_ssl_all,0,model.pos_drop,Xeno-canto,100,0.1950172483921051,0.061301685869693756,0.17239922285079956
sl_eat_bio_ssl_all,0,model.pos_drop,iNaturalist,100,0.24513252079486847,0.08577214926481247,0.21756266057491302
sl_eat_bio_ssl_all,0,model.pos_drop,All,600,0.242112398147583,0.09787259995937347,0.2177060842514038
sl_eat_bio_ssl_all,1,model.blocks.0,Animal Sound Archive,100,1.523554801940918,0.17375032603740692,1.4743292331695557
sl_eat_bio_ssl_all,1,model.blocks.0,NatureLM,100,2.5380661487579346,0.7596061825752258,2.4300453662872314
sl_eat_bio_ssl_all,1,model.blocks.0,Watkins,100,2.5283594131469727,0.5614950060844421,2.509549140930176
sl_eat_bio_ssl_all,1,model.blocks.0,WavCaps,100,1.8937138319015503,0.5382139682769775,1.644901990890503
sl_eat_bio_ssl_all,1,model.blocks.0,Xeno-canto,100,1.6537994146347046,0.25665509700775146,1.6015541553497314
sl_eat_bio_ssl_all,1,model.blocks.0,iNaturalist,100,1.8013598918914795,0.3584902584552765,1.6942999362945557
sl_eat_bio_ssl_all,1,model.blocks.0,All,600,1.9898089170455933,0.6287811398506165,1.7069170475006104
sl_eat_bio_ssl_all,2,model.blocks.1,Animal Sound Archive,100,1.930099606513977,0.14877279102802277,1.9158341884613037
sl_eat_bio_ssl_all,2,model.blocks.1,NatureLM,100,2.85347843170166,0.788227915763855,2.6761369705200195
sl_eat_bio_ssl_all,2,model.blocks.1,Watkins,100,2.6183388233184814,0.4526878893375397,2.5140061378479004
sl_eat_bio_ssl_all,2,model.blocks.1,WavCaps,100,2.2590503692626953,0.46414700150489807,2.0931308269500732
sl_eat_bio_ssl_all,2,model.blocks.1,Xeno-canto,100,1.9904799461364746,0.22362135350704193,1.9448102712631226
sl_eat_bio_ssl_all,2,model.blocks.1,iNaturalist,100,2.061450958251953,0.2660876214504242,2.0003466606140137
sl_eat_bio_ssl_all,2,model.blocks.1,All,600,2.285482883453369,0.5600937008857727,2.0717368125915527
sl_eat_bio_ssl_all,3,model.blocks.2,Animal Sound Archive,100,2.2375779151916504,0.16913002729415894,2.20809268951416
sl_eat_bio_ssl_all,3,model.blocks.2,NatureLM,100,3.019601821899414,0.642761766910553,2.8886847496032715
sl_eat_bio_ssl_all,3,model.blocks.2,Watkins,100,2.8121886253356934,0.38410302996635437,2.750725746154785
sl_eat_bio_ssl_all,3,model.blocks.2,WavCaps,100,2.5200958251953125,0.41659852862358093,2.4333791732788086
sl_eat_bio_ssl_all,3,model.blocks.2,Xeno-canto,100,2.2920634746551514,0.25550952553749084,2.244246244430542
sl_eat_bio_ssl_all,3,model.blocks.2,iNaturalist,100,2.3606271743774414,0.2379300445318222,2.3260726928710938
sl_eat_bio_ssl_all,3,model.blocks.2,All,600,2.5403592586517334,0.47859856486320496,2.3904733657836914
sl_eat_bio_ssl_all,4,model.blocks.3,Animal Sound Archive,100,2.795623540878296,0.25413793325424194,2.7526726722717285
sl_eat_bio_ssl_all,4,model.blocks.3,NatureLM,100,3.9328908920288086,0.8294912576675415,3.7947325706481934
sl_eat_bio_ssl_all,4,model.blocks.3,Watkins,100,3.8106462955474854,0.5742157101631165,3.7495851516723633
sl_eat_bio_ssl_all,4,model.blocks.3,WavCaps,100,3.330629348754883,0.6012877225875854,3.236027717590332
sl_eat_bio_ssl_all,4,model.blocks.3,Xeno-canto,100,2.8808634281158447,0.3685624897480011,2.820401191711426
sl_eat_bio_ssl_all,4,model.blocks.3,iNaturalist,100,3.002791404724121,0.33570295572280884,2.942699432373047
sl_eat_bio_ssl_all,4,model.blocks.3,All,600,3.292240619659424,0.6919463872909546,3.0815558433532715
sl_eat_bio_ssl_all,5,model.blocks.4,Animal Sound Archive,100,3.079634189605713,0.27540522813796997,3.0409770011901855
sl_eat_bio_ssl_all,5,model.blocks.4,NatureLM,100,4.238252639770508,0.7427263855934143,4.1720781326293945
sl_eat_bio_ssl_all,5,model.blocks.4,Watkins,100,4.23072624206543,0.5979758501052856,4.1603193283081055
sl_eat_bio_ssl_all,5,model.blocks.4,WavCaps,100,3.771975517272949,0.6003235578536987,3.724752902984619
sl_eat_bio_ssl_all,5,model.blocks.4,Xeno-canto,100,3.152482509613037,0.39860281348228455,3.0932397842407227
sl_eat_bio_ssl_all,5,model.blocks.4,iNaturalist,100,3.3525454998016357,0.3459993600845337,3.303839683532715
sl_eat_bio_ssl_all,5,model.blocks.4,All,600,3.6376025676727295,0.7050549387931824,3.4812123775482178
sl_eat_bio_ssl_all,6,model.blocks.5,Animal Sound Archive,100,3.2324576377868652,0.2900790870189667,3.187356948852539
sl_eat_bio_ssl_all,6,model.blocks.5,NatureLM,100,4.380518913269043,0.558832049369812,4.346901893615723
sl_eat_bio_ssl_all,6,model.blocks.5,Watkins,100,4.565351963043213,0.5083777904510498,4.5183610916137695
sl_eat_bio_ssl_all,6,model.blocks.5,WavCaps,100,4.076112747192383,0.5226715803146362,4.105877876281738
sl_eat_bio_ssl_all,6,model.blocks.5,Xeno-canto,100,3.295487642288208,0.3552859425544739,3.2581541538238525
sl_eat_bio_ssl_all,6,model.blocks.5,iNaturalist,100,3.5274393558502197,0.3360462784767151,3.490699529647827
sl_eat_bio_ssl_all,6,model.blocks.5,All,600,3.8462281227111816,0.6836585998535156,3.738931655883789
sl_eat_bio_ssl_all,7,model.blocks.6,Animal Sound Archive,100,4.494757652282715,0.2996785640716553,4.475052833557129
sl_eat_bio_ssl_all,7,model.blocks.6,NatureLM,100,5.571794509887695,0.5222538113594055,5.54079532623291
sl_eat_bio_ssl_all,7,model.blocks.6,Watkins,100,5.874049186706543,0.529746413230896,5.8791913986206055
sl_eat_bio_ssl_all,7,model.blocks.6,WavCaps,100,5.403535842895508,0.5579991936683655,5.377395153045654
sl_eat_bio_ssl_all,7,model.blocks.6,Xeno-canto,100,4.482149600982666,0.40384572744369507,4.430689811706543
sl_eat_bio_ssl_all,7,model.blocks.6,iNaturalist,100,4.733905792236328,0.4579829275608063,4.679018020629883
sl_eat_bio_ssl_all,7,model.blocks.6,All,600,5.09336519241333,0.7214667201042175,4.992682456970215
sl_eat_bio_ssl_all,8,model.blocks.7,Animal Sound Archive,100,4.6495232582092285,0.29786255955696106,4.587532043457031
sl_eat_bio_ssl_all,8,model.blocks.7,NatureLM,100,5.441478252410889,0.4156821668148041,5.403060436248779
sl_eat_bio_ssl_all,8,model.blocks.7,Watkins,100,5.678412437438965,0.5120429396629333,5.597255706787109
sl_eat_bio_ssl_all,8,model.blocks.7,WavCaps,100,5.339025974273682,0.42543625831604004,5.32581090927124
sl_eat_bio_ssl_all,8,model.blocks.7,Xeno-canto,100,4.584896087646484,0.40185967087745667,4.558314323425293
sl_eat_bio_ssl_all,8,model.blocks.7,iNaturalist,100,4.878275394439697,0.4650689959526062,4.851417541503906
sl_eat_bio_ssl_all,8,model.blocks.7,All,600,5.095268726348877,0.5927433967590332,5.050411224365234
sl_eat_bio_ssl_all,9,model.blocks.8,Animal Sound Archive,100,4.471169948577881,0.2957426905632019,4.4798431396484375
sl_eat_bio_ssl_all,9,model.blocks.8,NatureLM,100,4.793924808502197,0.3344384729862213,4.813094139099121
sl_eat_bio_ssl_all,9,model.blocks.8,Watkins,100,5.338267803192139,0.429802805185318,5.307806015014648
sl_eat_bio_ssl_all,9,model.blocks.8,WavCaps,100,4.825270652770996,0.3236921429634094,4.83144998550415
sl_eat_bio_ssl_all,9,model.blocks.8,Xeno-canto,100,4.297066688537598,0.36290180683135986,4.209421634674072
sl_eat_bio_ssl_all,9,model.blocks.8,iNaturalist,100,4.6213765144348145,0.3851815164089203,4.560517311096191
sl_eat_bio_ssl_all,9,model.blocks.8,All,600,4.724512577056885,0.4861546456813812,4.6826958656311035
sl_eat_bio_ssl_all,10,model.blocks.9,Animal Sound Archive,100,3.584702730178833,0.25320157408714294,3.581514596939087
sl_eat_bio_ssl_all,10,model.blocks.9,NatureLM,100,3.6013967990875244,0.20061920583248138,3.5758230686187744
sl_eat_bio_ssl_all,10,model.blocks.9,Watkins,100,4.045799732208252,0.3217318654060364,4.010735511779785
sl_eat_bio_ssl_all,10,model.blocks.9,WavCaps,100,3.6391570568084717,0.22997476160526276,3.6350975036621094
sl_eat_bio_ssl_all,10,model.blocks.9,Xeno-canto,100,3.3929357528686523,0.30867189168930054,3.3673810958862305
sl_eat_bio_ssl_all,10,model.blocks.9,iNaturalist,100,3.6890265941619873,0.2934730052947998,3.687290668487549
sl_eat_bio_ssl_all,10,model.blocks.9,All,600,3.6588363647460938,0.3348384499549866,3.636831283569336
sl_eat_bio_ssl_all,11,model.blocks.10,Animal Sound Archive,100,3.6502041816711426,0.2355024218559265,3.6576333045959473
sl_eat_bio_ssl_all,11,model.blocks.10,NatureLM,100,3.6539483070373535,0.20489153265953064,3.6370010375976562
sl_eat_bio_ssl_all,11,model.blocks.10,Watkins,100,4.140100002288818,0.3239035904407501,4.143171787261963
sl_eat_bio_ssl_all,11,model.blocks.10,WavCaps,100,3.6036195755004883,0.23710790276527405,3.617626190185547
sl_eat_bio_ssl_all,11,model.blocks.10,Xeno-canto,100,3.6274914741516113,0.25581833720207214,3.607631206512451
sl_eat_bio_ssl_all,11,model.blocks.10,iNaturalist,100,3.842240571975708,0.2543492913246155,3.885039806365967
sl_eat_bio_ssl_all,11,model.blocks.10,All,600,3.752934217453003,0.31753405928611755,3.7089247703552246
sl_eat_bio_ssl_all,12,model.blocks.11,Animal Sound Archive,100,12.443087577819824,0.855262279510498,12.430809020996094
sl_eat_bio_ssl_all,12,model.blocks.11,NatureLM,100,12.470497131347656,0.7541423439979553,12.428950309753418
sl_eat_bio_ssl_all,12,model.blocks.11,Watkins,100,12.866915702819824,0.9534451365470886,12.946598052978516
sl_eat_bio_ssl_all,12,model.blocks.11,WavCaps,100,12.39834213256836,0.7690375447273254,12.464216232299805
sl_eat_bio_ssl_all,12,model.blocks.11,Xeno-canto,100,12.941740989685059,0.7714006304740906,12.879239082336426
sl_eat_bio_ssl_all,12,model.blocks.11,iNaturalist,100,12.8008451461792,0.9704233407974243,12.709997177124023
sl_eat_bio_ssl_all,12,model.blocks.11,All,600,12.653571128845215,0.8785091042518616,12.661111831665039
