model,layer,perm_b,abs_cos
eat_all,7,178,0.04030202315116454
eat_all,7,179,0.15747621097868597
eat_all,7,180,0.1382163264213209
eat_all,7,181,0.033300641284169756
eat_all,7,182,0.10874634336849774
eat_all,7,183,0.06469965702121022
eat_all,7,184,0.0915207643882428
eat_all,7,185,0.0007501163617787233
eat_all,7,186,0.04104013164572528
eat_all,7,187,0.19398627338678856
eat_all,7,188,0.1389005588633049
eat_all,7,189,0.04307859160958851
eat_all,7,190,0.09795340325310903
eat_all,7,191,0.16976978060717135
eat_all,7,192,0.23344177977573538
eat_all,7,193,0.013665738369496187
eat_all,7,194,0.05945232188593807
eat_all,7,195,0.1286513178523335
eat_all,7,196,0.21901552000376115
eat_all,7,197,0.1513943213237907
eat_all,7,198,0.10710143211849786
eat_all,7,199,0.035855872616153486
eat_all,9,0,0.0036529376683688986
eat_all,9,1,0.38694154974459827
eat_all,9,2,0.3013579412935812
eat_all,9,3,0.2199325016564308
eat_all,9,4,0.04000582249247865
eat_all,9,5,0.21372517362520604
eat_all,9,6,0.09981721109047216
eat_all,9,7,0.05706726017323956
eat_all,9,8,0.029188345713432068
eat_all,9,9,0.17168384576351986
eat_all,9,10,0.30351863311218463
eat_all,9,11,0.03865779487587996
eat_all,9,12,0.2008057445782646
eat_all,9,13,0.02930002941747237
eat_all,9,14,0.3708939564368177
eat_all,9,15,0.022831636390797144
eat_all,9,16,0.16786640949248294
eat_all,9,17,0.15694706518570667
eat_all,9,18,0.1133202008458886
eat_all,9,19,0.0017719472876073542
eat_all,9,20,0.2417730132144636
eat_all,9,21,0.136968299034089
eat_all,9,22,0.07587138544254882
eat_all,9,23,0.32411756212229437
eat_all,9,24,0.08972262434516513
eat_all,9,25,0.1856065578551685
eat_all,9,26,0.09998617365987757
eat_all,9,27,0.4848795455641704
eat_all,9,28,0.013507902254795855
eat_all,9,29,0.19963934008646517
eat_all,9,30,0.055411400228811
eat_all,9,31,0.016533415253837596
eat_all,9,32,0.21925539989866275
eat_all,9,33,0.1160220614215835
eat_all,9,34,0.08538792788330901
eat_all,9,35,0.4340786463079671
eat_all,9,36,0.038823877710436945
eat_all,9,37,0.06346197642354406
eat_all,9,38,0.0027255216590840237
eat_all,9,39,0.022466803411541305
eat_all,9,40,0.27075384574745914
eat_all,9,41,0.24112038732024466
eat_all,9,42,0.10162821922212675
eat_all,9,43,0.2338317927599101
eat_all,9,44,0.12069576794020885
eat_all,9,45,0.1842583342638377
eat_all,9,46,0.30110418297282737
eat_all,9,47,0.06137278798843079
eat_all,9,48,0.20284122629191145
eat_all,9,49,0.24854233684520163
eat_all,9,50,0.1746171076023902
eat_all,9,51,0.11096285391791043
eat_all,9,52,0.12653237320944485
eat_all,9,53,0.13415300228583318
eat_all,9,54,0.03692323182398286
eat_all,9,55,0.16860016656622812
eat_all,9,56,0.09017812737600193
eat_all,9,57,0.156397956455651
eat_all,9,58,0.08798094983325934
eat_all,9,59,0.0011939798424512042
eat_all,9,60,0.055039749246635766
eat_all,9,61,0.34371741123722366
eat_all,9,62,0.0896380238656687
eat_all,9,63,0.08010860053326499
eat_all,9,64,0.057872978260443526
eat_all,9,65,0.20881233605088148
eat_all,9,66,0.04350406289838034
eat_all,9,67,0.0859761093388068
eat_all,9,68,0.12330252580184116
eat_all,9,69,0.0429883961635723
eat_all,9,70,0.11972055229121266
eat_all,9,71,0.010084752744750501
eat_all,9,72,0.026914814672137806
eat_all,9,73,0.08636650331438123
eat_all,9,74,0.030345156541779633
eat_all,9,75,0.10587972633866685
eat_all,9,76,0.23673858789610935
eat_all,9,77,0.12045477034268876
eat_all,9,78,0.2644562937353231
eat_all,9,79,0.11170956849744733
eat_all,9,80,0.020655860631487107
eat_all,9,81,0.07879889926184433
eat_all,9,82,0.13222615036365135
eat_all,9,83,0.014485061037430505
eat_all,9,84,0.17422476598746947
eat_all,9,85,0.08831914918569657
eat_all,9,86,0.02902731645000544
eat_all,9,87,0.03400714981862296
eat_all,9,88,0.04772028664188226
eat_all,9,89,0.2516452788089857
eat_all,9,90,0.06537059510362726
eat_all,9,91,0.13141814558318415
eat_all,9,92,0.4436703155649995
eat_all,9,93,0.21484384476209625
eat_all,9,94,0.016132518282625113
eat_all,9,95,0.01725427804143323
eat_all,9,96,0.022975355584272134
eat_all,9,97,0.019265209608148034
eat_all,9,98,0.41837710207900697
eat_all,9,99,0.3069684323034796
eat_all,9,100,0.07517275144495386
eat_all,9,101,0.002174254141333345
eat_all,9,102,0.19259589331026472
eat_all,9,103,0.021436921123949747
eat_all,9,104,0.30533749701655294
eat_all,9,105,0.08601265336480719
eat_all,9,106,0.17780968092351554
eat_all,9,107,0.07991553867234254
eat_all,9,108,0.24105712347118774
eat_all,9,109,0.3663426688545773
eat_all,9,110,0.17871192505970987
eat_all,9,111,0.09221428168729759
eat_all,9,112,0.3405194187269555
eat_all,9,113,0.14792245741062313
eat_all,9,114,0.08269648720313989
eat_all,9,115,0.20036918318333
eat_all,9,116,0.2527063628857869
eat_all,9,117,0.045366774766946116
eat_all,9,118,0.3120065923813
eat_all,9,119,0.13350541979746988
eat_all,9,120,0.18577343044590033
eat_all,9,121,0.11992857929861132
eat_all,9,122,0.09794319120248283
eat_all,9,123,0.06047400796454063
eat_all,9,124,0.23060898736370922
eat_all,9,125,0.23599059488927482
eat_all,9,126,0.13939846489945568
eat_all,9,127,0.040314949901643964
eat_all,9,128,0.07881571508292651
eat_all,9,129,0.09471506191903085
eat_all,9,130,0.15802883921632824
eat_all,9,131,0.13675077333151853
eat_all,9,132,0.19777380759743243
eat_all,9,133,0.18766933594065086
eat_all,9,134,0.05267290123057918
eat_all,9,135,0.0007973766792206328
eat_all,9,136,0.019998487767569656
eat_all,9,137,0.40714574746067417
eat_all,9,138,0.0731092700238683
eat_all,9,139,0.005949823560847859
eat_all,9,140,0.05759036125160758
eat_all,9,141,0.18544407945168778
eat_all,9,142,0.04552646640489216
eat_all,9,143,0.006331073324693718
eat_all,9,144,0.34554414966661845
eat_all,9,145,0.06457960294596987
eat_all,9,146,0.2755774695317647
eat_all,9,147,0.046532174256497034
eat_all,9,148,0.18364752484479846
eat_all,9,149,0.059052490722710835
eat_all,9,150,0.04894885969869903
