model,layer_idx,source,n_clips,n_frames,effective_rank,participation_ratio,mle_id_k20,is_bio
sl_eat_bio_ssl_all,7,Xeno-canto,322,16100,344.2183193422106,170.31265742936128,9.507008813180228,True
sl_eat_bio_ssl_all,7,iNaturalist,115,5750,295.464711559437,141.32992959169613,6.84029807868992,True
sl_eat_bio_ssl_all,8,Animal Sound Archive,10,500,93.20204115371374,42.67473762483829,6.249705912832776,True
sl_eat_bio_ssl_all,8,NatureLM,165,8250,180.43023818985353,63.39734032689848,5.285098426613392,False
sl_eat_bio_ssl_all,8,Watkins,153,7650,167.27935962285514,70.67661889785596,1.7819220688767958,True
sl_eat_bio_ssl_all,8,WavCaps,35,1750,174.74009093178003,80.6540492106199,6.187450845989458,False
sl_eat_bio_ssl_all,8,Xeno-canto,322,16100,296.09647997620687,120.86933690608079,8.95161910010135,True
sl_eat_bio_ssl_all,8,iNaturalist,115,5750,258.6812637736875,108.5926125842023,6.58315988164499,True
sl_eat_bio_ssl_all,9,Animal Sound Archive,10,500,78.23046073062025,37.56842396332227,5.182717152959018,True
sl_eat_bio_ssl_all,9,NatureLM,165,8250,180.03706722197427,65.0851866304233,4.334946365287265,False
sl_eat_bio_ssl_all,9,Watkins,153,7650,155.00791591270445,62.50577258246,1.5905555409057026,True
sl_eat_bio_ssl_all,9,WavCaps,35,1750,166.78116080203037,80.26224684297178,4.638574673660241,False
sl_eat_bio_ssl_all,9,Xeno-canto,322,16100,308.97664650756917,131.90766668360922,6.698885552292254,True
sl_eat_bio_ssl_all,9,iNaturalist,115,5750,256.85284869308526,111.58106738752382,4.771720887119299,True
sl_eat_bio_ssl_all,10,Animal Sound Archive,10,500,67.69319950946276,33.284134484422786,4.691390909645,True
sl_eat_bio_ssl_all,10,NatureLM,165,8250,163.65902053471467,60.05555548810124,4.27430719140449,False
sl_eat_bio_ssl_all,10,Watkins,153,7650,155.19683797589343,65.08856035917232,1.5465190891813363,True
sl_eat_bio_ssl_all,10,WavCaps,35,1750,151.38002916989856,71.80216454139257,4.392625603686579,False
sl_eat_bio_ssl_all,10,Xeno-canto,322,16100,280.9466753392407,106.45373572343081,6.651316513266119,True
sl_eat_bio_ssl_all,10,iNaturalist,115,5750,228.41966662515182,90.26074509810688,4.867716190041792,True
sl_eat_bio_ssl_all,11,Animal Sound Archive,10,500,73.12785323761315,33.559713831190706,5.383100696189285,True
sl_eat_bio_ssl_all,11,NatureLM,165,8250,172.2364505590178,54.178798923744075,4.808188285786306,False
sl_eat_bio_ssl_all,11,Watkins,153,7650,151.5888341629904,52.64519413150514,1.593895636333889,True
sl_eat_bio_ssl_all,11,WavCaps,35,1750,160.3371626715699,64.43261539829777,5.173448011926064,False
sl_eat_bio_ssl_all,11,Xeno-canto,322,16100,260.48269628413914,72.22835554475942,8.03230591457651,True
sl_eat_bio_ssl_all,11,iNaturalist,115,5750,207.87819943581127,59.16228326183952,5.99226799850006,True
sl_eat_bio_ssl_all,12,Animal Sound Archive,10,500,65.75246383279656,33.34900356021664,5.179551343796135,True
sl_eat_bio_ssl_all,12,NatureLM,165,8250,138.43521764619575,53.927310937396456,5.001972491547011,False
sl_eat_bio_ssl_all,12,Watkins,153,7650,117.72927291681708,47.68057098142468,1.589339758557046,True
sl_eat_bio_ssl_all,12,WavCaps,35,1750,131.16370586735175,60.65412454778029,5.762376408139023,False
sl_eat_bio_ssl_all,12,Xeno-canto,322,16100,194.3294469439881,79.02747083514826,8.168965248408488,True
sl_eat_bio_ssl_all,12,iNaturalist,115,5750,159.59922376677343,62.66510980668456,6.180045598069355,True
random_init_eat_seed42,0,Animal Sound Archive,10,500,9.560601567735013,2.8555885325391803,13.251678003783017,True
random_init_eat_seed42,0,NatureLM,165,8250,9.278927023213654,2.756255250559213,1.9556951653964103,False
random_init_eat_seed42,0,Watkins,153,7650,11.561271382957685,2.9759697841555894,2.2827338326238276,True
random_init_eat_seed42,0,WavCaps,35,1750,8.625515102440831,2.6285453938693424,8.694107378219098,False
random_init_eat_seed42,0,Xeno-canto,322,16100,10.410570205058388,2.7893696998379105,21.019641116989966,True
random_init_eat_seed42,0,iNaturalist,115,5750,11.773278534871052,3.058169553032339,8.775559015355514,True
random_init_eat_seed42,1,Animal Sound Archive,10,500,10.212794322033567,3.029541486772822,10.016616523322291,True
random_init_eat_seed42,1,NatureLM,165,8250,9.908644375273601,2.9242143992871847,8.287181288131965,False
random_init_eat_seed42,1,Watkins,153,7650,12.013405285674205,3.054663887743144,2.354516012898304,True
random_init_eat_seed42,1,WavCaps,35,1750,8.515889712631184,2.567891418090105,11.11490668091078,False
random_init_eat_seed42,1,Xeno-canto,322,16100,10.691360470300856,2.84437674274179,23.89144776368849,True
random_init_eat_seed42,1,iNaturalist,115,5750,12.533681741184697,3.2468007660611335,22.84512124524336,True
random_init_eat_seed42,2,Animal Sound Archive,10,500,10.118204255615174,3.1083742948927937,8.514411204952436,True
random_init_eat_seed42,2,NatureLM,165,8250,10.222822131012673,3.1708279447047856,8.030353424762945,False
random_init_eat_seed42,2,Watkins,153,7650,12.440329529331434,3.138385273728133,2.201136853635152,True
random_init_eat_seed42,2,WavCaps,35,1750,9.053776624824701,2.7207208771170976,9.948349347197793,False
random_init_eat_seed42,2,Xeno-canto,322,16100,11.425785321413493,3.0233698648140077,21.568121878714916,True
random_init_eat_seed42,2,iNaturalist,115,5750,13.394638206119163,3.5192742720740933,19.82617353989602,True
random_init_eat_seed42,3,Animal Sound Archive,10,500,10.917072127954965,3.105764722237238,7.245892949663093,True
random_init_eat_seed42,3,NatureLM,165,8250,10.101451781561533,3.322293743130087,7.318015759818513,False
random_init_eat_seed42,3,Watkins,153,7650,13.108958644775614,3.3017072521144533,2.2522307534006822,True
random_init_eat_seed42,3,WavCaps,35,1750,9.144851107877296,2.820621203399205,9.886653121918656,False
random_init_eat_seed42,3,Xeno-canto,322,16100,11.872265958597641,3.1757287361316933,19.57088394368937,True
random_init_eat_seed42,3,iNaturalist,115,5750,12.727496611347433,3.5184578717333093,20.086709559609872,True
random_init_eat_seed42,4,Animal Sound Archive,10,500,11.3020810905788,3.2001568859302765,6.731475609918326,True
random_init_eat_seed42,4,NatureLM,165,8250,9.828824484291236,3.408563439249776,7.813981154301253,False
random_init_eat_seed42,4,Watkins,153,7650,13.203709470525345,3.3697459329180606,2.343980309333069,True
random_init_eat_seed42,4,WavCaps,35,1750,9.86663331956581,3.0557576423181274,9.154636717109536,False
random_init_eat_seed42,4,Xeno-canto,322,16100,11.72018273435467,3.270312158084765,18.5554034737947,True
random_init_eat_seed42,4,iNaturalist,115,5750,12.358494618366311,3.5866034435172516,17.73686846358949,True
random_init_eat_seed42,5,Animal Sound Archive,10,500,11.431759508324994,3.2909288960432295,6.477343933303807,True
random_init_eat_seed42,5,NatureLM,165,8250,9.220938700795589,3.372743389207096,8.001410348177432,False
random_init_eat_seed42,5,Watkins,153,7650,13.504486755974533,3.4723518495413557,2.2015749970914866,True
random_init_eat_seed42,5,WavCaps,35,1750,10.129935113408028,3.181561992287557,8.579653079311996,False
random_init_eat_seed42,5,Xeno-canto,322,16100,11.769397646306617,3.3157779187367504,18.056465044206043,True
random_init_eat_seed42,5,iNaturalist,115,5750,11.770587194400544,3.5233472586771595,18.021819150871078,True
random_init_eat_seed42,6,Animal Sound Archive,10,500,11.646558872223007,3.38104317337659,6.79405506505641,True
random_init_eat_seed42,6,NatureLM,165,8250,8.730747058148902,3.2640187729874945,7.353635495416951,False
random_init_eat_seed42,6,Watkins,153,7650,13.634356150973158,3.581229458747582,2.180464118571568,True
random_init_eat_seed42,6,WavCaps,35,1750,10.327427635940888,3.304992684835974,8.127787739163606,False
random_init_eat_seed42,6,Xeno-canto,322,16100,11.718402782488328,3.3702149741196994,17.08756425851721,True
random_init_eat_seed42,6,iNaturalist,115,5750,11.39363298103203,3.508297268902221,18.23544628561146,True
random_init_eat_seed42,7,Animal Sound Archive,10,500,10.592587230919003,3.1828010012329,6.187728566225188,True
random_init_eat_seed42,7,NatureLM,165,8250,8.356879432258681,3.200036810734381,7.230244375946141,False
random_init_eat_seed42,7,Watkins,153,7650,13.728732026850652,3.6496285129204766,2.2715291196832212,True
random_init_eat_seed42,7,WavCaps,35,1750,10.882231436371642,3.493832670144889,7.904454833718847,False
random_init_eat_seed42,7,Xeno-canto,322,16100,11.634444912620204,3.4541539131314045,16.554327121057497,True
random_init_eat_seed42,7,iNaturalist,115,5750,10.765706811222897,3.4164133666648033,17.45176667929133,True
random_init_eat_seed42,8,Animal Sound Archive,10,500,12.756394523313528,3.6327804829408064,6.088051447634385,True
random_init_eat_seed42,8,NatureLM,165,8250,7.848632368970549,3.0607711862780747,7.5171161774334365,False
random_init_eat_seed42,8,Watkins,153,7650,14.296023461010604,3.8727393069068996,2.3984165615642308,True
random_init_eat_seed42,8,WavCaps,35,1750,10.931844861070852,3.6137189386434274,7.912935858924692,False
random_init_eat_seed42,8,Xeno-canto,322,16100,11.355129014166117,3.4846745367412275,15.595054745281614,True
random_init_eat_seed42,8,iNaturalist,115,5750,10.8353043689448,3.470821963285787,16.211025203398297,True
random_init_eat_seed42,9,Animal Sound Archive,10,500,12.915138071836614,3.6438957614992873,6.364000319307273,True
random_init_eat_seed42,9,NatureLM,165,8250,7.254442238845699,2.876251913216528,7.304801250488154,False
random_init_eat_seed42,9,Watkins,153,7650,14.249785843703743,3.937254524197445,2.3338530123638876,True
random_init_eat_seed42,9,WavCaps,35,1750,10.971911656796404,3.6763694072868214,7.731734872469684,False
random_init_eat_seed42,9,Xeno-canto,322,16100,11.196139022727035,3.4612533929226643,15.224067786338946,True
random_init_eat_seed42,9,iNaturalist,115,5750,9.915823044526583,3.2734876924960474,16.165111745117315,True
random_init_eat_seed42,10,Animal Sound Archive,10,500,12.040495136463901,3.536850688956861,5.679858670409691,True
random_init_eat_seed42,10,NatureLM,165,8250,6.784497325679239,2.728701621807208,7.355489592312305,False
random_init_eat_seed42,10,Watkins,153,7650,14.290240072278346,4.073446614364517,2.2608272273525887,True
random_init_eat_seed42,10,WavCaps,35,1750,10.70948535015432,3.6953392836301036,7.501858702926704,False
random_init_eat_seed42,10,Xeno-canto,322,16100,10.781092716903439,3.4179099541123104,15.174444429157887,True
random_init_eat_seed42,10,iNaturalist,115,5750,9.509242833342395,3.178253316194297,15.649014733649286,True
random_init_eat_seed42,11,Animal Sound Archive,10,500,12.648415925937986,3.664089867636792,5.571374870925966,True
random_init_eat_seed42,11,NatureLM,165,8250,6.341151357354955,2.585143912705441,7.244901361065073,False
random_init_eat_seed42,11,Watkins,153,7650,13.785413747297822,4.05964253476738,2.3432338809220403,True
random_init_eat_seed42,11,WavCaps,35,1750,10.817742128692316,3.6862745839153757,7.564531592316797,False
random_init_eat_seed42,11,Xeno-canto,322,16100,10.382227868671393,3.3339900466127848,14.685087566217481,True
random_init_eat_seed42,11,iNaturalist,115,5750,8.911793503365585,2.9896447590812616,15.111286795803696,True
random_init_eat_seed42,12,Animal Sound Archive,10,500,11.847626833101582,3.534197481919834,5.522830123394082,True
random_init_eat_seed42,12,NatureLM,165,8250,5.854323681732967,2.4304520695403844,7.248282704891289,False
random_init_eat_seed42,12,Watkins,153,7650,14.31058134979659,4.293203965609279,2.3522038612075313,True
random_init_eat_seed42,12,WavCaps,35,1750,10.168859408927572,3.641805697191756,6.873503786255639,False
random_init_eat_seed42,12,Xeno-canto,322,16100,10.065940023227718,3.2739160595026786,14.01763938644323,True
random_init_eat_seed42,12,iNaturalist,115,5750,8.43753490908948,2.8654328598660075,15.356550445542563,True
