model,layer_idx,level,group,n_clips,effective_rank,participation_ratio,mle_id_k20,n_frames
sl_eat_bio_ssl_all,4,class,Aves,271,187.19960853156496,94.26534576998336,18.936431884448506,13550
sl_eat_bio_ssl_all,4,class,Mammalia,119,159.74962592953977,76.24823349327025,2.4578147771734074,5950
sl_eat_bio_ssl_all,4,order,Passeriformes,207,182.21012349069667,90.75036520139207,18.145017591963235,10350
sl_eat_bio_ssl_all,4,order,other-Aves,64,181.25393867989507,94.92266215879862,14.43528060333881,3200
sl_eat_bio_ssl_all,5,class,Aves,271,247.80208763462198,117.33114773293849,14.758157366185461,13550
sl_eat_bio_ssl_all,5,class,Mammalia,119,194.6984115202812,86.56763096624485,2.323135796709403,5950
sl_eat_bio_ssl_all,5,order,Passeriformes,207,238.91779974886617,111.4834136465339,13.44912161256787,10350
sl_eat_bio_ssl_all,5,order,other-Aves,64,230.35787513494486,115.40109732426563,11.106793529091046,3200
sl_eat_bio_ssl_all,6,class,Aves,271,311.4531487743336,149.53288357536488,11.610199811187346,13550
sl_eat_bio_ssl_all,6,class,Mammalia,119,208.28168352695565,90.83435571258023,2.1731512126614474,5950
sl_eat_bio_ssl_all,6,order,Passeriformes,207,299.6109857250863,141.22663861742117,10.094376563150012,10350
sl_eat_bio_ssl_all,6,order,other-Aves,64,271.32481692604796,138.66100543173448,8.416087800769278,3200
sl_eat_bio_ssl_all,7,class,Aves,271,345.4680162639038,168.68771922753467,9.310777015158708,13550
sl_eat_bio_ssl_all,7,class,Mammalia,119,197.51387187560732,82.23268902740519,2.0258244649154924,5950
sl_eat_bio_ssl_all,7,order,Passeriformes,207,330.4619944108604,158.1058667044459,8.15427434142431,10350
sl_eat_bio_ssl_all,7,order,other-Aves,64,283.33685877864286,146.69323803108733,7.148237912280177,3200
sl_eat_bio_ssl_all,8,class,Aves,271,298.0232750721993,121.78141607176234,8.873004809057026,13550
sl_eat_bio_ssl_all,8,class,Mammalia,119,183.25851349479592,79.41127641266345,1.8816167445720822,5950
sl_eat_bio_ssl_all,8,order,Passeriformes,207,284.7629044490933,115.20068320165508,7.501733020242617,10350
sl_eat_bio_ssl_all,8,order,other-Aves,64,239.74781837024298,107.09973524644897,6.751501067061138,3200
sl_eat_bio_ssl_all,9,class,Aves,271,307.9698854592137,130.32692297796297,6.616452700036478,13550
