model,layer_idx,k,n,mle_id
eat_all,8,80,20000,12.679277233076702
eat_all,9,5,2500,9.185685217184163
eat_all,9,10,2500,11.103524529101632
eat_all,9,20,2500,12.709707584577156
eat_all,9,40,2500,13.913872030405873
eat_all,9,80,2500,14.864312885529467
eat_all,9,5,5000,7.276600137954056
eat_all,9,10,5000,9.45150650255714
eat_all,9,20,5000,11.273561815167977
eat_all,9,40,5000,12.791828204348121
eat_all,9,80,5000,14.17705998563542
eat_all,9,5,10000,5.03483966950242
eat_all,9,10,10000,7.3522140807548375
eat_all,9,20,10000,9.583873133855764
eat_all,9,40,10000,11.465963322367159
eat_all,9,80,10000,12.602579110570886
eat_all,9,5,20000,2.988963748019679
eat_all,9,10,20000,4.9038328352935885
eat_all,9,20,20000,7.074246146875051
eat_all,9,40,20000,9.284401032772116
eat_all,9,80,20000,11.166198947219218
eat_all,10,5,2500,8.559847299075798
eat_all,10,10,2500,10.718881403288837
eat_all,10,20,2500,12.089180435357783
eat_all,10,40,2500,13.704206253206799
eat_all,10,80,2500,15.028255079805847
eat_all,10,5,5000,6.150615360571229
eat_all,10,10,5000,8.447415723799056
eat_all,10,20,5000,10.480013856898317
eat_all,10,40,5000,11.842710618550626
eat_all,10,80,5000,13.631962504125795
eat_all,10,5,10000,4.741135620986549
eat_all,10,10,10000,6.915966636469057
eat_all,10,20,10000,9.092169071586515
eat_all,10,40,10000,10.955841406382659
eat_all,10,80,10000,12.257358862095467
eat_all,10,5,20000,3.13199610392256
eat_all,10,10,20000,4.865862866237135
eat_all,10,20,20000,6.964124860696812
eat_all,10,40,20000,9.069857843744858
eat_all,10,80,20000,10.933116796395835
eat_all,11,5,2500,9.340698557117157
eat_all,11,10,2500,11.762844040949416
eat_all,11,20,2500,13.344200993859367
eat_all,11,40,2500,15.308897076974779
eat_all,11,80,2500,17.09566067656117
eat_all,11,5,5000,7.407501018425015
eat_all,11,10,5000,9.765661562090692
eat_all,11,20,5000,11.952483009467825
eat_all,11,40,5000,13.584070533378124
eat_all,11,80,5000,15.684303737076322
eat_all,11,5,10000,5.660616081376759
eat_all,11,10,10000,7.9772315273211944
eat_all,11,20,10000,10.198912455447042
eat_all,11,40,10000,12.240417242519335
eat_all,11,80,10000,13.737330603964894
eat_all,11,5,20000,3.215492340443208
eat_all,11,10,20000,5.236266124716294
eat_all,11,20,20000,7.470570621254759
eat_all,11,40,20000,9.782997797952053
eat_all,11,80,20000,11.921437794647403
eat_all,12,5,2500,11.516509689363227
eat_all,12,10,2500,14.739137860740154
eat_all,12,20,2500,16.354907136012745
eat_all,12,40,2500,17.69728433588179
eat_all,12,80,2500,17.269709217586094
eat_all,12,5,5000,8.968483236337587
eat_all,12,10,5000,12.422591457410775
eat_all,12,20,5000,15.088856448182732
eat_all,12,40,5000,16.499047845428073
eat_all,12,80,5000,17.725222451583157
eat_all,12,5,10000,5.919236941447436
eat_all,12,10,10000,9.265549064736629
eat_all,12,20,10000,12.393484274151751
eat_all,12,40,10000,15.230736527081271
eat_all,12,80,10000,16.834324987255584
eat_all,12,5,20000,3.4795428192037985
eat_all,12,10,20000,6.0333071411540455
eat_all,12,20,20000,9.131524758914978
eat_all,12,40,20000,12.228545922707271
eat_all,12,80,20000,15.04990801519764
eat_bio,0,5,2500,8.647426313651154
eat_bio,0,10,2500,11.016111756456443
eat_bio,0,20,2500,3.8476582048985715
eat_bio,0,40,2500,5.7302446450354445
eat_bio,0,80,2500,6.889086288733013
eat_bio,0,5,5000,5.5590399635582335
